model_name;word;phoneme;freq_phoneme;valence;arousal;dominance;sum_vad;first_syllable;classifier;f1;accuracy;recall;precision;log_loss;cross_entropy;classification;confusion;sample_train;sample_test;time_processing
WordPhoneme@1110@One;1;1;0;1;1;1;0;1;SVM;66.49;66.45;66.45;66.82;0.77;0.13;"              precision    recall  f1-score   support

          -1       0.69      0.70      0.69        73
           0       0.61      0.66      0.63        73
           1       0.77      0.70      0.73        73

    accuracy                           0.68       219
   macro avg       0.69      0.68      0.69       219
weighted avg       0.69      0.68      0.69       219
";"[[51 14  9]
 [18 48 13]
 [ 4 11 51]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:7 min:52 sec
WordPhoneme@1110@All;1;1;0;1;1;1;0;0;RandomForest;87.0;86.95;86.95;87.35;0.61;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.96      0.90        73
           0       0.99      0.92      0.95        73
           1       0.94      0.88      0.91        73

    accuracy                           0.92       219
   macro avg       0.92      0.92      0.92       219
weighted avg       0.92      0.92      0.92       219
";"[[70  4  9]
 [ 1 67  0]
 [ 2  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:36 sec
WordPhoneme@1110@One;1;1;0;1;1;1;0;1;RandomForest;87.28;87.22;87.22;87.72;0.61;0.05;"              precision    recall  f1-score   support

          -1       0.82      0.92      0.86        73
           0       0.97      0.89      0.93        73
           1       0.91      0.88      0.90        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[67  6  9]
 [ 2 65  0]
 [ 4  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:33 sec
WordPhoneme@1111@All;1;1;0;1;1;1;1;0;SVM;66.28;66.25;66.25;66.59;0.77;0.13;"              precision    recall  f1-score   support

          -1       0.68      0.68      0.68        73
           0       0.59      0.64      0.61        73
           1       0.77      0.68      0.72        73

    accuracy                           0.67       219
   macro avg       0.68      0.67      0.67       219
weighted avg       0.68      0.67      0.67       219
";"[[50 15  9]
 [19 47 14]
 [ 4 11 50]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:8 min:0 sec
WordPhoneme@1111@One;1;1;0;1;1;1;1;1;SVM;66.28;66.25;66.25;66.59;0.77;0.13;"              precision    recall  f1-score   support

          -1       0.68      0.68      0.68        73
           0       0.59      0.64      0.61        73
           1       0.77      0.68      0.72        73

    accuracy                           0.67       219
   macro avg       0.68      0.67      0.67       219
weighted avg       0.68      0.67      0.67       219
";"[[50 15  9]
 [19 47 14]
 [ 4 11 50]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:7 min:57 sec
WordPhoneme@1111@All;1;1;0;1;1;1;1;0;RandomForest;87.37;87.32;87.32;87.8;0.61;0.04;"              precision    recall  f1-score   support

          -1       0.85      0.96      0.90        73
           0       0.98      0.89      0.94        73
           1       0.93      0.90      0.92        73

    accuracy                           0.92       219
   macro avg       0.92      0.92      0.92       219
weighted avg       0.92      0.92      0.92       219
";"[[70  6  6]
 [ 0 65  1]
 [ 3  2 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:31 sec
WordPhoneme@1111@One;1;1;0;1;1;1;1;1;RandomForest;86.96;86.91;86.91;87.42;0.61;0.05;"              precision    recall  f1-score   support

          -1       0.83      0.95      0.88        73
           0       0.97      0.92      0.94        73
           1       0.93      0.85      0.89        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[69  4 10]
 [ 1 67  1]
 [ 3  2 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:36 sec
WordFreq@0001@All;1;0;1;0;0;0;1;0;SVM;67.57;67.48;67.48;67.96;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[52 17  5]
 [18 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:16 min:17 sec
WordFreq@0001@One;1;0;1;0;0;0;1;1;SVM;68.32;68.3;68.3;68.67;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.74      0.72        73
           0       0.62      0.63      0.63        73
           1       0.78      0.73      0.75        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[54 16  7]
 [15 46 13]
 [ 4 11 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:37 sec
WordFreq@0001@All;1;0;1;0;0;0;1;0;RandomForest;87.46;87.41;87.41;87.94;0.62;0.05;"              precision    recall  f1-score   support

          -1       0.86      0.95      0.90        73
           0       0.97      0.90      0.94        73
           1       0.90      0.88      0.89        73

    accuracy                           0.91       219
   macro avg       0.91      0.91      0.91       219
weighted avg       0.91      0.91      0.91       219
";"[[69  3  8]
 [ 1 66  1]
 [ 3  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:53 sec
WordFreq@0001@One;1;0;1;0;0;0;1;1;RandomForest;87.54;87.5;87.5;87.93;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.83      0.95      0.88        73
           0       0.99      0.90      0.94        73
           1       0.93      0.88      0.90        73

    accuracy                           0.91       219
   macro avg       0.91      0.91      0.91       219
weighted avg       0.91      0.91      0.91       219
";"[[69  5  9]
 [ 1 66  0]
 [ 3  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:52 sec
WordFreq@0010@All;1;0;1;0;0;1;0;0;SVM;67.58;67.48;67.48;68.01;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.60      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[52 17  5]
 [18 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:16 min:1 sec
WordFreq@0010@One;1;0;1;0;0;1;0;1;SVM;68.23;68.19;68.19;68.57;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.71      0.75      0.73        73
           0       0.64      0.64      0.64        73
           1       0.76      0.71      0.74        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[55 14  8]
 [14 47 13]
 [ 4 12 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:37 sec
WordFreq@0010@All;1;0;1;0;0;1;0;0;RandomForest;87.7;87.65;87.65;88.11;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.85      0.90      0.87        73
           0       0.92      0.89      0.90        73
           1       0.91      0.88      0.90        73

    accuracy                           0.89       219
   macro avg       0.89      0.89      0.89       219
weighted avg       0.89      0.89      0.89       219
";"[[66  5  7]
 [ 4 65  2]
 [ 3  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:54 sec
WordFreq@0010@One;1;0;1;0;0;1;0;1;RandomForest;86.99;86.93;86.93;87.47;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.86      0.90      0.88        73
           0       0.94      0.89      0.92        73
           1       0.90      0.90      0.90        73

    accuracy                           0.90       219
   macro avg       0.90      0.90      0.90       219
weighted avg       0.90      0.90      0.90       219
";"[[66  5  6]
 [ 3 65  1]
 [ 4  3 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:56 sec
WordFreq@0011@All;1;0;1;0;0;1;1;0;SVM;67.58;67.49;67.49;67.95;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[52 17  5]
 [18 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:45 sec
WordFreq@0011@One;1;0;1;0;0;1;1;1;SVM;68.37;68.34;68.34;68.72;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.74      0.72        73
           0       0.63      0.63      0.63        73
           1       0.78      0.74      0.76        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[54 16  7]
 [15 46 12]
 [ 4 11 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:31 sec
WordFreq@0011@All;1;0;1;0;0;1;1;0;RandomForest;87.7;87.64;87.64;88.11;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.93      0.88        73
           0       0.98      0.89      0.94        73
           1       0.89      0.88      0.88        73

    accuracy                           0.90       219
   macro avg       0.90      0.90      0.90       219
weighted avg       0.90      0.90      0.90       219
";"[[68  4  9]
 [ 1 65  0]
 [ 4  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:51 sec
WordFreq@0011@One;1;0;1;0;0;1;1;1;RandomForest;87.16;87.11;87.11;87.64;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.86      0.90      0.88        73
           0       0.92      0.89      0.90        73
           1       0.93      0.90      0.92        73

    accuracy                           0.90       219
   macro avg       0.90      0.90      0.90       219
weighted avg       0.90      0.90      0.90       219
";"[[66  6  5]
 [ 4 65  2]
 [ 3  2 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:58 sec
WordFreq@0100@All;1;0;1;0;1;0;0;0;SVM;67.46;67.36;67.36;67.9;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.60      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[52 17  5]
 [18 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:53 sec
WordFreq@0100@One;1;0;1;0;1;0;0;1;SVM;68.14;68.09;68.09;68.5;0.74;0.11;"              precision    recall  f1-score   support

          -1       0.72      0.77      0.74        73
           0       0.65      0.66      0.65        73
           1       0.78      0.71      0.74        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  8]
 [13 48 13]
 [ 4 11 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:39 sec
WordFreq@0100@All;1;0;1;0;1;0;0;0;RandomForest;87.37;87.32;87.32;87.84;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.82      0.93      0.87        73
           0       0.98      0.89      0.94        73
           1       0.91      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  6  9]
 [ 1 65  0]
 [ 4  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:2 sec
WordFreq@0100@One;1;0;1;0;1;0;0;1;RandomForest;87.12;87.05;87.05;87.59;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.83      0.93      0.88        73
           0       0.96      0.89      0.92        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[68  5  9]
 [ 2 65  1]
 [ 3  3 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:51 sec
WordFreq@0101@All;1;0;1;0;1;0;1;0;SVM;67.62;67.53;67.53;68.0;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[52 17  5]
 [18 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:55 sec
WordFreq@0101@One;1;0;1;0;1;0;1;1;SVM;68.36;68.32;68.32;68.7;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.71      0.75      0.73        73
           0       0.64      0.64      0.64        73
           1       0.78      0.73      0.75        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[55 15  7]
 [14 47 13]
 [ 4 11 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:37 sec
WordFreq@0101@All;1;0;1;0;1;0;1;0;RandomForest;87.2;87.15;87.15;87.65;0.62;0.05;"              precision    recall  f1-score   support

          -1       0.81      0.90      0.86        73
           0       0.94      0.89      0.92        73
           1       0.90      0.85      0.87        73

    accuracy                           0.88       219
   macro avg       0.89      0.88      0.88       219
weighted avg       0.89      0.88      0.88       219
";"[[66  4 11]
 [ 4 65  0]
 [ 3  4 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:56 sec
WordFreq@0101@One;1;0;1;0;1;0;1;1;RandomForest;87.31;87.24;87.24;87.78;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.82      0.93      0.87        73
           0       0.97      0.89      0.93        73
           1       0.93      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  6  9]
 [ 2 65  0]
 [ 3  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:50 sec
WordFreq@0110@All;1;0;1;0;1;1;0;0;SVM;67.56;67.47;67.47;68.0;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.60      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[52 17  5]
 [18 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:52 sec
WordFreq@0110@One;1;0;1;0;1;1;0;1;SVM;68.18;68.13;68.13;68.52;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.72      0.77      0.74        73
           0       0.64      0.64      0.64        73
           1       0.76      0.71      0.74        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[56 14  8]
 [13 47 13]
 [ 4 12 52]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:43 sec
WordFreq@0110@All;1;0;1;0;1;1;0;0;RandomForest;87.16;87.11;87.11;87.6;0.62;0.05;"              precision    recall  f1-score   support

          -1       0.83      0.95      0.88        73
           0       0.98      0.89      0.94        73
           1       0.91      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[69  5  9]
 [ 1 65  0]
 [ 3  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:54 sec
WordFreq@0110@One;1;0;1;0;1;1;0;1;RandomForest;87.39;87.33;87.33;87.8;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.87      0.95      0.91        73
           0       0.94      0.90      0.92        73
           1       0.94      0.90      0.92        73

    accuracy                           0.92       219
   macro avg       0.92      0.92      0.92       219
weighted avg       0.92      0.92      0.92       219
";"[[69  5  5]
 [ 2 66  2]
 [ 2  2 66]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:51 sec
WordFreq@0111@All;1;0;1;0;1;1;1;0;SVM;67.53;67.45;67.45;67.89;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.71      0.71        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[52 17  5]
 [18 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:56 sec
WordFreq@0111@One;1;0;1;0;1;1;1;1;SVM;68.34;68.31;68.31;68.69;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.71      0.75      0.73        73
           0       0.64      0.64      0.64        73
           1       0.78      0.74      0.76        73

    accuracy                           0.71       219
   macro avg       0.71      0.71      0.71       219
weighted avg       0.71      0.71      0.71       219
";"[[55 15  7]
 [14 47 12]
 [ 4 11 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:16 min:5 sec
WordFreq@0111@All;1;0;1;0;1;1;1;0;RandomForest;87.55;87.5;87.5;87.95;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.80      0.90      0.85        73
           0       0.96      0.89      0.92        73
           1       0.93      0.88      0.90        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.89       219
weighted avg       0.90      0.89      0.89       219
";"[[66  7  9]
 [ 3 65  0]
 [ 4  1 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:55 sec
WordFreq@0111@One;1;0;1;0;1;1;1;1;RandomForest;87.22;87.17;87.17;87.65;0.62;0.05;"              precision    recall  f1-score   support

          -1       0.80      0.95      0.87        73
           0       0.96      0.89      0.92        73
           1       0.95      0.85      0.90        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.90       219
weighted avg       0.90      0.89      0.90       219
";"[[69  7 10]
 [ 2 65  1]
 [ 2  1 62]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:2 min:6 sec
WordFreq@1000@All;1;0;1;1;0;0;0;0;SVM;67.78;67.68;67.68;68.19;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.59      0.56      0.58        73
           1       0.77      0.81      0.79        73

    accuracy                           0.69       219
   macro avg       0.69      0.69      0.69       219
weighted avg       0.69      0.69      0.69       219
";"[[51 17  5]
 [19 41  9]
 [ 3 15 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:56 sec
WordFreq@1000@One;1;0;1;1;0;0;0;1;SVM;68.3;68.26;68.26;68.67;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.71      0.75      0.73        73
           0       0.63      0.63      0.63        73
           1       0.77      0.73      0.75        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[55 15  7]
 [14 46 13]
 [ 4 12 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:39 sec
WordFreq@1000@All;1;0;1;1;0;0;0;0;RandomForest;87.5;87.45;87.45;87.94;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.82      0.95      0.88        73
           0       0.97      0.90      0.94        73
           1       0.94      0.86      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.91       219
weighted avg       0.91      0.90      0.91       219
";"[[69  5 10]
 [ 2 66  0]
 [ 2  2 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:54 sec
WordFreq@1000@One;1;0;1;1;0;0;0;1;RandomForest;87.19;87.14;87.14;87.63;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.82      0.92      0.86        73
           0       0.96      0.89      0.92        73
           1       0.91      0.86      0.89        73

    accuracy                           0.89       219
   macro avg       0.90      0.89      0.89       219
weighted avg       0.90      0.89      0.89       219
";"[[67  5 10]
 [ 3 65  0]
 [ 3  3 63]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:58 sec
WordFreq@1001@All;1;0;1;1;0;0;1;0;SVM;67.5;67.41;67.41;67.87;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:54 sec
WordFreq@1001@One;1;0;1;1;0;0;1;1;SVM;68.24;68.21;68.21;68.58;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.74      0.72        73
           0       0.63      0.63      0.63        73
           1       0.78      0.74      0.76        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[54 16  7]
 [15 46 12]
 [ 4 11 54]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:43 sec
WordFreq@1001@All;1;0;1;1;0;0;1;0;RandomForest;87.45;87.4;87.4;87.89;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.96      0.90        73
           0       0.96      0.89      0.92        73
           1       0.94      0.88      0.91        73

    accuracy                           0.91       219
   macro avg       0.91      0.91      0.91       219
weighted avg       0.91      0.91      0.91       219
";"[[70  6  7]
 [ 1 65  2]
 [ 2  2 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:54 sec
WordFreq@1001@One;1;0;1;1;0;0;1;1;RandomForest;87.38;87.33;87.33;87.84;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.86      0.93      0.89        73
           0       0.94      0.90      0.92        73
           1       0.91      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  3  8]
 [ 3 66  1]
 [ 2  4 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:52 sec
WordFreq@1010@All;1;0;1;1;0;1;0;0;SVM;67.77;67.68;67.68;68.18;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:53 sec
WordFreq@1010@One;1;0;1;1;0;1;0;1;SVM;68.33;68.29;68.29;68.69;0.74;0.12;"              precision    recall  f1-score   support

          -1       0.71      0.75      0.73        73
           0       0.63      0.63      0.63        73
           1       0.78      0.73      0.75        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[55 16  7]
 [14 46 13]
 [ 4 11 53]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:34 sec
WordFreq@1010@All;1;0;1;1;0;1;0;0;RandomForest;87.42;87.36;87.36;87.85;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.83      0.93      0.88        73
           0       0.96      0.89      0.92        73
           1       0.93      0.88      0.90        73

    accuracy                           0.90       219
   macro avg       0.90      0.90      0.90       219
weighted avg       0.90      0.90      0.90       219
";"[[68  5  9]
 [ 3 65  0]
 [ 2  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:56 sec
WordFreq@1010@One;1;0;1;1;0;1;0;1;RandomForest;87.36;87.31;87.31;87.78;0.62;0.04;"              precision    recall  f1-score   support

          -1       0.84      0.93      0.88        73
           0       0.99      0.90      0.94        73
           1       0.90      0.88      0.89        73

    accuracy                           0.90       219
   macro avg       0.91      0.90      0.90       219
weighted avg       0.91      0.90      0.90       219
";"[[68  4  9]
 [ 1 66  0]
 [ 4  3 64]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:1 min:54 sec
WordFreq@1011@All;1;0;1;1;0;1;1;0;SVM;67.58;67.49;67.49;67.95;0.75;0.12;"              precision    recall  f1-score   support

          -1       0.70      0.70      0.70        73
           0       0.61      0.59      0.60        73
           1       0.79      0.81      0.80        73

    accuracy                           0.70       219
   macro avg       0.70      0.70      0.70       219
weighted avg       0.70      0.70      0.70       219
";"[[51 17  5]
 [19 43  9]
 [ 3 13 59]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomOverSampler train:[(-1, 732), (0, 732), (1, 732)]";;0 hour:15 min:54 sec
