model_name;classifier;f1;accuracy;recall;precision;classification;confusion;time_processing
WordPhoneme@1000@All;LogisticRegression;68.0;68.08;68.08;68.2;"              precision    recall  f1-score   support

          -1       0.53      0.67      0.60        95
           0       0.51      0.48      0.49        95
           1       0.76      0.59      0.66        95

    accuracy                           0.58       285
   macro avg       0.60      0.58      0.58       285
weighted avg       0.60      0.58      0.58       285
";"[[64 40 16]
 [22 46 23]
 [ 9  9 56]]";0 hour:2 min:46 sec
WordPhoneme@1001@All;SVM;66.54;66.49;66.49;66.92;"              precision    recall  f1-score   support

          -1       0.53      0.62      0.57        95
           0       0.46      0.45      0.46        95
           1       0.72      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 40 13]
 [26 43 24]
 [10 12 58]]";0 hour:2 min:15 sec
WordPhoneme@1001@All;RandomForest;87.81;88.23;88.1;89.08;"              precision    recall  f1-score   support

          -1       0.40      0.87      0.54        95
           0       0.56      0.09      0.16        95
           1       0.71      0.44      0.55        95

    accuracy                           0.47       285
   macro avg       0.56      0.47      0.42       285
weighted avg       0.56      0.47      0.42       285
";"[[83 78 49]
 [ 3  9  4]
 [ 9  8 42]]";0 hour:2 min:41 sec
WordPhoneme@1001@All;LogisticRegression;68.53;68.58;68.58;68.73;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:58 sec
WordPhoneme@1010@All;SVM;66.54;66.49;66.49;66.92;"              precision    recall  f1-score   support

          -1       0.53      0.62      0.57        95
           0       0.46      0.45      0.46        95
           1       0.72      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 40 13]
 [26 43 24]
 [10 12 58]]";0 hour:2 min:19 sec
WordPhoneme@1010@All;RandomForest;87.83;87.91;87.84;88.92;"              precision    recall  f1-score   support

          -1       0.40      0.93      0.56        95
           0       0.73      0.12      0.20        95
           1       0.75      0.41      0.53        95

    accuracy                           0.48       285
   macro avg       0.63      0.48      0.43       285
weighted avg       0.63      0.48      0.43       285
";"[[88 76 54]
 [ 2 11  2]
 [ 5  8 39]]";0 hour:2 min:34 sec
WordPhoneme@1010@All;LogisticRegression;68.53;68.58;68.58;68.73;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:53 sec
WordPhoneme@1011@All;SVM;66.54;66.49;66.49;66.92;"              precision    recall  f1-score   support

          -1       0.53      0.62      0.57        95
           0       0.46      0.45      0.46        95
           1       0.72      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 40 13]
 [26 43 24]
 [10 12 58]]";0 hour:2 min:27 sec
WordPhoneme@1011@All;RandomForest;87.8;87.8;88.0;88.73;"              precision    recall  f1-score   support

          -1       0.40      0.88      0.55        95
           0       0.40      0.06      0.11        95
           1       0.72      0.45      0.55        95

    accuracy                           0.47       285
   macro avg       0.51      0.47      0.40       285
weighted avg       0.51      0.47      0.40       285
";"[[84 80 46]
 [ 3  6  6]
 [ 8  9 43]]";0 hour:2 min:45 sec
WordPhoneme@1011@All;LogisticRegression;68.53;68.58;68.58;68.73;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:51 sec
WordPhoneme@1100@All;SVM;66.54;66.49;66.49;66.92;"              precision    recall  f1-score   support

          -1       0.53      0.62      0.57        95
           0       0.46      0.45      0.46        95
           1       0.72      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 40 13]
 [26 43 24]
 [10 12 58]]";0 hour:2 min:26 sec
WordPhoneme@1100@All;RandomForest;88.27;88.15;87.85;88.78;"              precision    recall  f1-score   support

          -1       0.40      0.93      0.56        95
           0       0.92      0.12      0.21        95
           1       0.78      0.45      0.57        95

    accuracy                           0.50       285
   macro avg       0.70      0.50      0.45       285
weighted avg       0.70      0.50      0.45       285
";"[[88 79 51]
 [ 0 11  1]
 [ 7  5 43]]";0 hour:2 min:37 sec
WordPhoneme@1100@All;LogisticRegression;68.53;68.58;68.58;68.73;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:53 sec
WordPhoneme@1101@All;SVM;66.54;66.49;66.49;66.92;"              precision    recall  f1-score   support

          -1       0.53      0.62      0.57        95
           0       0.46      0.45      0.46        95
           1       0.72      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 40 13]
 [26 43 24]
 [10 12 58]]";0 hour:2 min:21 sec
WordPhoneme@1101@All;RandomForest;88.19;87.73;88.22;88.74;"              precision    recall  f1-score   support

          -1       0.39      0.89      0.55        95
           0       0.75      0.06      0.12        95
           1       0.74      0.47      0.58        95

    accuracy                           0.48       285
   macro avg       0.63      0.48      0.41       285
weighted avg       0.63      0.48      0.41       285
";"[[85 81 50]
 [ 2  6  0]
 [ 8  8 45]]";0 hour:2 min:34 sec
WordPhoneme@1101@All;LogisticRegression;68.53;68.58;68.58;68.73;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:53 sec
WordPhoneme@1110@All;SVM;66.54;66.49;66.49;66.92;"              precision    recall  f1-score   support

          -1       0.53      0.62      0.57        95
           0       0.46      0.45      0.46        95
           1       0.72      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 40 13]
 [26 43 24]
 [10 12 58]]";0 hour:2 min:18 sec
WordPhoneme@1110@All;RandomForest;87.98;87.95;87.74;88.75;"              precision    recall  f1-score   support

          -1       0.43      0.88      0.58        95
           0       0.47      0.08      0.14        95
           1       0.66      0.49      0.57        95

    accuracy                           0.49       285
   macro avg       0.52      0.49      0.43       285
weighted avg       0.52      0.49      0.43       285
";"[[84 71 42]
 [ 3  8  6]
 [ 8 16 47]]";0 hour:2 min:42 sec
WordPhoneme@1110@All;LogisticRegression;68.53;68.58;68.58;68.73;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:2 min:1 sec
WordPhoneme@1111@All;SVM;66.93;66.9;66.9;67.38;"              precision    recall  f1-score   support

          -1       0.50      0.60      0.55        95
           0       0.48      0.48      0.48        95
           1       0.75      0.61      0.67        95

    accuracy                           0.56       285
   macro avg       0.58      0.56      0.57       285
weighted avg       0.58      0.56      0.57       285
";"[[57 43 13]
 [25 46 24]
 [13  6 58]]";0 hour:3 min:22 sec
WordPhoneme@1111@All;RandomForest;87.94;88.19;87.99;88.97;"              precision    recall  f1-score   support

          -1       0.39      0.86      0.54        95
           0       0.50      0.07      0.13        95
           1       0.66      0.43      0.52        95

    accuracy                           0.46       285
   macro avg       0.52      0.46      0.40       285
weighted avg       0.52      0.46      0.40       285
";"[[82 77 50]
 [ 3  7  4]
 [10 11 41]]";0 hour:3 min:35 sec
WordPhoneme@1111@All;LogisticRegression;68.08;68.17;68.17;68.26;"              precision    recall  f1-score   support

          -1       0.52      0.67      0.59        95
           0       0.51      0.48      0.49        95
           1       0.75      0.57      0.65        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 40 18]
 [22 46 23]
 [ 9  9 54]]";0 hour:2 min:56 sec
WordFreq@0001@All;SVM;68.11;68.03;68.03;68.63;"              precision    recall  f1-score   support

          -1       0.54      0.65      0.59        95
           0       0.53      0.55      0.54        95
           1       0.79      0.60      0.68        95

    accuracy                           0.60       285
   macro avg       0.62      0.60      0.60       285
weighted avg       0.62      0.60      0.60       285
";"[[62 35 18]
 [26 52 20]
 [ 7  8 57]]";0 hour:4 min:21 sec
WordFreq@0001@All;RandomForest;87.98;88.37;88.27;88.92;"              precision    recall  f1-score   support

          -1       0.42      0.87      0.56        95
           0       0.62      0.14      0.22        95
           1       0.78      0.54      0.64        95

    accuracy                           0.52       285
   macro avg       0.61      0.52      0.48       285
weighted avg       0.61      0.52      0.48       285
";"[[83 77 39]
 [ 3 13  5]
 [ 9  5 51]]";0 hour:2 min:41 sec
WordFreq@0001@All;LogisticRegression;69.45;69.54;69.54;69.68;"              precision    recall  f1-score   support

          -1       0.56      0.67      0.61        95
           0       0.54      0.55      0.54        95
           1       0.77      0.60      0.67        95

    accuracy                           0.61       285
   macro avg       0.62      0.61      0.61       285
weighted avg       0.62      0.61      0.61       285
";"[[64 35 15]
 [22 52 23]
 [ 9  8 57]]";0 hour:2 min:35 sec
WordFreq@0010@All;SVM;68.27;68.17;68.17;68.79;"              precision    recall  f1-score   support

          -1       0.52      0.64      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.61      0.69        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[61 38 18]
 [26 49 19]
 [ 8  8 58]]";0 hour:4 min:21 sec
WordFreq@0010@All;RandomForest;88.55;88.15;88.4;89.08;"              precision    recall  f1-score   support

          -1       0.42      0.91      0.57        95
           0       0.75      0.13      0.22        95
           1       0.84      0.55      0.66        95

    accuracy                           0.53       285
   macro avg       0.67      0.53      0.48       285
weighted avg       0.67      0.53      0.48       285
";"[[86 80 41]
 [ 2 12  2]
 [ 7  3 52]]";0 hour:2 min:39 sec
WordFreq@0010@All;LogisticRegression;69.93;70.0;70.0;70.22;"              precision    recall  f1-score   support

          -1       0.54      0.66      0.59        95
           0       0.52      0.52      0.52        95
           1       0.78      0.60      0.68        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.60       285
weighted avg       0.61      0.59      0.60       285
";"[[63 38 16]
 [24 49 22]
 [ 8  8 57]]";0 hour:2 min:35 sec
WordFreq@0011@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:57 sec
WordFreq@0011@All;RandomForest;88.11;88.07;88.01;88.83;"              precision    recall  f1-score   support

          -1       0.39      0.89      0.54        95
           0       0.64      0.07      0.13        95
           1       0.79      0.46      0.58        95

    accuracy                           0.48       285
   macro avg       0.60      0.48      0.42       285
weighted avg       0.60      0.48      0.42       285
";"[[85 84 49]
 [ 2  7  2]
 [ 8  4 44]]";0 hour:2 min:22 sec
WordFreq@0011@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:3 sec
WordFreq@0100@All;SVM;68.3;68.17;68.17;68.85;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:17 sec
WordFreq@0100@All;RandomForest;88.15;88.12;88.0;88.8;"              precision    recall  f1-score   support

          -1       0.39      0.87      0.54        95
           0       0.29      0.04      0.07        95
           1       0.76      0.46      0.58        95

    accuracy                           0.46       285
   macro avg       0.48      0.46      0.40       285
weighted avg       0.48      0.46      0.40       285
";"[[83 85 45]
 [ 4  4  6]
 [ 8  6 44]]";0 hour:2 min:40 sec
WordFreq@0100@All;LogisticRegression;69.53;69.59;69.59;69.78;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.52      0.52      0.52        95
           1       0.77      0.57      0.65        95

    accuracy                           0.58       285
   macro avg       0.60      0.58      0.59       285
weighted avg       0.60      0.58      0.59       285
";"[[63 38 19]
 [24 49 22]
 [ 8  8 54]]";0 hour:2 min:27 sec
WordFreq@0101@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:4 sec
WordFreq@0101@All;RandomForest;88.18;88.21;87.93;89.13;"              precision    recall  f1-score   support

          -1       0.41      0.92      0.56        95
           0       0.69      0.12      0.20        95
           1       0.82      0.48      0.61        95

    accuracy                           0.51       285
   macro avg       0.64      0.51      0.46       285
weighted avg       0.64      0.51      0.46       285
";"[[87 79 47]
 [ 3 11  2]
 [ 5  5 46]]";0 hour:2 min:14 sec
WordFreq@0101@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:8 sec
WordFreq@0110@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:13 sec
WordFreq@0110@All;RandomForest;88.15;88.02;88.13;89.12;"              precision    recall  f1-score   support

          -1       0.40      0.88      0.55        95
           0       0.94      0.18      0.30        95
           1       0.77      0.46      0.58        95

    accuracy                           0.51       285
   macro avg       0.71      0.51      0.48       285
weighted avg       0.71      0.51      0.48       285
";"[[84 75 51]
 [ 1 17  0]
 [10  3 44]]";0 hour:2 min:25 sec
WordFreq@0110@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:10 sec
WordFreq@0111@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:18 sec
WordFreq@0111@All;RandomForest;88.17;88.06;88.1;88.77;"              precision    recall  f1-score   support

          -1       0.43      0.92      0.59        95
           0       0.80      0.21      0.33        95
           1       0.81      0.51      0.62        95

    accuracy                           0.54       285
   macro avg       0.68      0.54      0.51       285
weighted avg       0.68      0.54      0.51       285
";"[[87 70 44]
 [ 2 20  3]
 [ 6  5 48]]";0 hour:2 min:27 sec
WordFreq@0111@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:21 sec
WordFreq@1000@All;SVM;68.57;68.49;68.49;69.16;"              precision    recall  f1-score   support

          -1       0.54      0.65      0.59        95
           0       0.54      0.55      0.54        95
           1       0.77      0.59      0.67        95

    accuracy                           0.60       285
   macro avg       0.61      0.60      0.60       285
weighted avg       0.61      0.60      0.60       285
";"[[62 35 18]
 [24 52 21]
 [ 9  8 56]]";0 hour:4 min:29 sec
WordFreq@1000@All;RandomForest;87.43;87.76;87.96;88.8;"              precision    recall  f1-score   support

          -1       0.42      0.88      0.57        95
           0       0.50      0.09      0.16        95
           1       0.68      0.47      0.56        95

    accuracy                           0.48       285
   macro avg       0.53      0.48      0.43       285
weighted avg       0.53      0.48      0.43       285
";"[[84 75 42]
 [ 1  9  8]
 [10 11 45]]";0 hour:2 min:33 sec
WordFreq@1000@All;LogisticRegression;70.04;70.09;70.09;70.31;"              precision    recall  f1-score   support

          -1       0.55      0.66      0.60        95
           0       0.54      0.55      0.54        95
           1       0.79      0.62      0.69        95

    accuracy                           0.61       285
   macro avg       0.63      0.61      0.61       285
weighted avg       0.63      0.61      0.61       285
";"[[63 35 16]
 [24 52 20]
 [ 8  8 59]]";0 hour:2 min:39 sec
WordFreq@1001@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:4 sec
WordFreq@1001@All;RandomForest;88.26;88.1;88.12;89.12;"              precision    recall  f1-score   support

          -1       0.40      0.87      0.55        95
           0       0.70      0.15      0.24        95
           1       0.70      0.44      0.54        95

    accuracy                           0.49       285
   macro avg       0.60      0.49      0.45       285
weighted avg       0.60      0.49      0.45       285
";"[[83 74 48]
 [ 1 14  5]
 [11  7 42]]";0 hour:2 min:24 sec
WordFreq@1001@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:16 sec
WordFreq@1010@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:56 sec
WordFreq@1010@All;RandomForest;88.09;88.28;88.01;89.09;"              precision    recall  f1-score   support

          -1       0.40      0.85      0.55        95
           0       0.56      0.11      0.18        95
           1       0.68      0.47      0.56        95

    accuracy                           0.48       285
   macro avg       0.55      0.48      0.43       285
weighted avg       0.55      0.48      0.43       285
";"[[81 76 44]
 [ 2 10  6]
 [12  9 45]]";0 hour:2 min:40 sec
WordFreq@1010@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:9 sec
WordFreq@1011@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:0 sec
WordFreq@1011@All;RandomForest;88.25;88.05;87.96;89.06;"              precision    recall  f1-score   support

          -1       0.42      0.93      0.58        95
           0       0.76      0.14      0.23        95
           1       0.77      0.48      0.59        95

    accuracy                           0.52       285
   macro avg       0.65      0.52      0.47       285
weighted avg       0.65      0.52      0.47       285
";"[[88 74 46]
 [ 1 13  3]
 [ 6  8 46]]";0 hour:2 min:16 sec
WordFreq@1011@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:10 sec
WordFreq@1100@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:2 sec
WordFreq@1100@All;RandomForest;88.24;88.32;88.21;88.75;"              precision    recall  f1-score   support

          -1       0.41      0.91      0.56        95
           0       0.58      0.07      0.13        95
           1       0.79      0.53      0.63        95

    accuracy                           0.50       285
   macro avg       0.60      0.50      0.44       285
weighted avg       0.60      0.50      0.44       285
";"[[86 80 44]
 [ 4  7  1]
 [ 5  8 50]]";0 hour:2 min:24 sec
WordFreq@1100@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:22 sec
WordFreq@1101@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:36 sec
WordFreq@1101@All;RandomForest;88.58;88.49;87.85;88.69;"              precision    recall  f1-score   support

          -1       0.44      0.92      0.59        95
           0       0.83      0.21      0.34        95
           1       0.76      0.51      0.61        95

    accuracy                           0.54       285
   macro avg       0.68      0.54      0.51       285
weighted avg       0.68      0.54      0.51       285
";"[[87 65 46]
 [ 3 20  1]
 [ 5 10 48]]";0 hour:2 min:31 sec
WordFreq@1101@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:23 sec
WordFreq@1110@All;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:16 sec
WordFreq@1110@All;RandomForest;88.38;88.18;88.46;89.14;"              precision    recall  f1-score   support

          -1       0.40      0.89      0.55        95
           0       0.00      0.00      0.00        95
           1       0.68      0.45      0.54        95

    accuracy                           0.45       285
   macro avg       0.36      0.45      0.37       285
weighted avg       0.36      0.45      0.37       285
";"[[85 81 47]
 [ 4  0  5]
 [ 6 14 43]]";0 hour:2 min:28 sec
WordFreq@1110@All;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:21 sec
WordFreq@1111@All;SVM;68.36;68.26;68.26;68.95;"              precision    recall  f1-score   support

          -1       0.54      0.66      0.59        95
           0       0.55      0.55      0.55        95
           1       0.78      0.60      0.68        95

    accuracy                           0.60       285
   macro avg       0.62      0.60      0.61       285
weighted avg       0.62      0.60      0.61       285
";"[[63 35 19]
 [24 52 19]
 [ 8  8 57]]";0 hour:4 min:29 sec
WordFreq@1111@All;RandomForest;87.88;88.08;88.18;89.18;"              precision    recall  f1-score   support

          -1       0.42      0.89      0.57        95
           0       0.22      0.02      0.04        95
           1       0.67      0.51      0.57        95

    accuracy                           0.47       285
   macro avg       0.44      0.47      0.39       285
weighted avg       0.44      0.47      0.39       285
";"[[85 78 41]
 [ 1  2  6]
 [ 9 15 48]]";0 hour:2 min:37 sec
WordFreq@1111@All;LogisticRegression;69.49;69.59;69.59;69.77;"              precision    recall  f1-score   support

          -1       0.56      0.68      0.62        95
           0       0.54      0.55      0.54        95
           1       0.78      0.60      0.68        95

    accuracy                           0.61       285
   macro avg       0.63      0.61      0.61       285
weighted avg       0.63      0.61      0.61       285
";"[[65 35 16]
 [22 52 22]
 [ 8  8 57]]";0 hour:2 min:30 sec
Word@0001@All;SVM;66.77;66.76;66.76;67.08;"              precision    recall  f1-score   support

          -1       0.50      0.59      0.54        95
           0       0.48      0.48      0.48        95
           1       0.76      0.61      0.68        95

    accuracy                           0.56       285
   macro avg       0.58      0.56      0.57       285
weighted avg       0.58      0.56      0.57       285
";"[[56 44 13]
 [26 46 24]
 [13  5 58]]";0 hour:1 min:45 sec
Word@0001@All;RandomForest;87.88;88.01;87.86;88.81;"              precision    recall  f1-score   support

          -1       0.41      0.85      0.56        95
           0       0.45      0.09      0.16        95
           1       0.67      0.48      0.56        95

    accuracy                           0.48       285
   macro avg       0.51      0.48      0.42       285
weighted avg       0.51      0.48      0.42       285
";"[[81 73 42]
 [ 4  9  7]
 [10 13 46]]";0 hour:2 min:2 sec
