model_name;classifier;f1;accuracy;recall;precision;classification;confusion;time_processing
WordPhoneme@1000@One;LogisticRegression;68.0;68.08;68.08;68.2;"              precision    recall  f1-score   support

          -1       0.53      0.67      0.60        95
           0       0.51      0.48      0.49        95
           1       0.76      0.59      0.66        95

    accuracy                           0.58       285
   macro avg       0.60      0.58      0.58       285
weighted avg       0.60      0.58      0.58       285
";"[[64 40 16]
 [22 46 23]
 [ 9  9 56]]";0 hour:2 min:32 sec
WordPhoneme@1001@One;SVM;66.73;66.67;66.67;67.13;"              precision    recall  f1-score   support

          -1       0.52      0.62      0.57        95
           0       0.48      0.45      0.46        95
           1       0.71      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 38 16]
 [26 43 21]
 [10 14 58]]";0 hour:2 min:16 sec
WordPhoneme@1001@One;RandomForest;87.91;88.03;88.02;89.0;"              precision    recall  f1-score   support

          -1       0.42      0.91      0.57        95
           0       0.60      0.09      0.16        95
           1       0.71      0.48      0.58        95

    accuracy                           0.49       285
   macro avg       0.58      0.49      0.44       285
weighted avg       0.58      0.49      0.44       285
";"[[86 74 45]
 [ 2  9  4]
 [ 7 12 46]]";0 hour:2 min:24 sec
WordPhoneme@1001@One;LogisticRegression;68.52;68.58;68.58;68.7;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:48 sec
WordPhoneme@1010@One;SVM;66.73;66.67;66.67;67.13;"              precision    recall  f1-score   support

          -1       0.52      0.62      0.57        95
           0       0.48      0.45      0.46        95
           1       0.71      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 38 16]
 [26 43 21]
 [10 14 58]]";0 hour:2 min:11 sec
WordPhoneme@1010@One;RandomForest;88.09;87.99;88.21;88.79;"              precision    recall  f1-score   support

          -1       0.43      0.92      0.59        95
           0       0.36      0.08      0.14        95
           1       0.70      0.46      0.56        95

    accuracy                           0.49       285
   macro avg       0.50      0.49      0.43       285
weighted avg       0.50      0.49      0.43       285
";"[[87 72 41]
 [ 4  8 10]
 [ 4 15 44]]";0 hour:2 min:41 sec
WordPhoneme@1010@One;LogisticRegression;68.52;68.58;68.58;68.7;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:53 sec
WordPhoneme@1011@One;SVM;66.73;66.67;66.67;67.13;"              precision    recall  f1-score   support

          -1       0.52      0.62      0.57        95
           0       0.48      0.45      0.46        95
           1       0.71      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 38 16]
 [26 43 21]
 [10 14 58]]";0 hour:2 min:17 sec
WordPhoneme@1011@One;RandomForest;88.04;88.02;88.05;88.92;"              precision    recall  f1-score   support

          -1       0.41      0.86      0.55        95
           0       0.59      0.14      0.22        95
           1       0.74      0.48      0.59        95

    accuracy                           0.49       285
   macro avg       0.58      0.49      0.45       285
weighted avg       0.58      0.49      0.45       285
";"[[82 77 42]
 [ 2 13  7]
 [11  5 46]]";0 hour:2 min:27 sec
WordPhoneme@1011@One;LogisticRegression;68.52;68.58;68.58;68.7;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:41 sec
WordPhoneme@1100@One;SVM;66.73;66.67;66.67;67.13;"              precision    recall  f1-score   support

          -1       0.52      0.62      0.57        95
           0       0.48      0.45      0.46        95
           1       0.71      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 38 16]
 [26 43 21]
 [10 14 58]]";0 hour:2 min:19 sec
WordPhoneme@1100@One;RandomForest;87.87;88.03;87.88;88.84;"              precision    recall  f1-score   support

          -1       0.40      0.93      0.56        95
           0       0.00      0.00      0.00        95
           1       0.73      0.47      0.57        95

    accuracy                           0.47       285
   macro avg       0.37      0.47      0.38       285
weighted avg       0.37      0.47      0.38       285
";"[[88 85 49]
 [ 0  0  1]
 [ 7 10 45]]";0 hour:2 min:40 sec
WordPhoneme@1100@One;LogisticRegression;68.52;68.58;68.58;68.7;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:46 sec
WordPhoneme@1101@One;SVM;66.73;66.67;66.67;67.13;"              precision    recall  f1-score   support

          -1       0.52      0.62      0.57        95
           0       0.48      0.45      0.46        95
           1       0.71      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 38 16]
 [26 43 21]
 [10 14 58]]";0 hour:2 min:14 sec
WordPhoneme@1101@One;RandomForest;88.19;88.14;87.98;88.8;"              precision    recall  f1-score   support

          -1       0.42      0.89      0.57        95
           0       0.68      0.14      0.23        95
           1       0.75      0.51      0.60        95

    accuracy                           0.51       285
   macro avg       0.62      0.51      0.47       285
weighted avg       0.62      0.51      0.47       285
";"[[85 74 43]
 [ 2 13  4]
 [ 8  8 48]]";0 hour:2 min:23 sec
WordPhoneme@1101@One;LogisticRegression;68.52;68.58;68.58;68.7;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:49 sec
WordPhoneme@1110@One;SVM;66.73;66.67;66.67;67.13;"              precision    recall  f1-score   support

          -1       0.52      0.62      0.57        95
           0       0.48      0.45      0.46        95
           1       0.71      0.61      0.66        95

    accuracy                           0.56       285
   macro avg       0.57      0.56      0.56       285
weighted avg       0.57      0.56      0.56       285
";"[[59 38 16]
 [26 43 21]
 [10 14 58]]";0 hour:2 min:19 sec
WordPhoneme@1110@One;RandomForest;88.04;88.09;87.88;89.01;"              precision    recall  f1-score   support

          -1       0.41      0.92      0.57        95
           0       0.50      0.08      0.14        95
           1       0.79      0.47      0.59        95

    accuracy                           0.49       285
   macro avg       0.57      0.49      0.43       285
weighted avg       0.57      0.49      0.43       285
";"[[87 82 43]
 [ 1  8  7]
 [ 7  5 45]]";0 hour:2 min:30 sec
WordPhoneme@1110@One;LogisticRegression;68.52;68.58;68.58;68.7;"              precision    recall  f1-score   support

          -1       0.54      0.67      0.60        95
           0       0.52      0.49      0.51        95
           1       0.71      0.58      0.64        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 35 19]
 [22 47 21]
 [ 9 13 55]]";0 hour:1 min:49 sec
WordPhoneme@1111@One;SVM;66.93;66.9;66.9;67.38;"              precision    recall  f1-score   support

          -1       0.50      0.60      0.55        95
           0       0.48      0.48      0.48        95
           1       0.75      0.61      0.67        95

    accuracy                           0.56       285
   macro avg       0.58      0.56      0.57       285
weighted avg       0.58      0.56      0.57       285
";"[[57 43 13]
 [25 46 24]
 [13  6 58]]";0 hour:3 min:14 sec
WordPhoneme@1111@One;RandomForest;87.99;87.81;87.97;88.63;"              precision    recall  f1-score   support

          -1       0.40      0.88      0.55        95
           0       0.45      0.05      0.09        95
           1       0.69      0.46      0.55        95

    accuracy                           0.47       285
   macro avg       0.51      0.47      0.40       285
weighted avg       0.51      0.47      0.40       285
";"[[84 78 48]
 [ 3  5  3]
 [ 8 12 44]]";0 hour:3 min:6 sec
WordPhoneme@1111@One;LogisticRegression;68.08;68.17;68.17;68.26;"              precision    recall  f1-score   support

          -1       0.52      0.67      0.59        95
           0       0.51      0.48      0.49        95
           1       0.75      0.57      0.65        95

    accuracy                           0.58       285
   macro avg       0.59      0.58      0.58       285
weighted avg       0.59      0.58      0.58       285
";"[[64 40 18]
 [22 46 23]
 [ 9  9 54]]";0 hour:2 min:36 sec
WordFreq@0001@One;SVM;68.11;68.03;68.03;68.63;"              precision    recall  f1-score   support

          -1       0.54      0.65      0.59        95
           0       0.53      0.55      0.54        95
           1       0.79      0.60      0.68        95

    accuracy                           0.60       285
   macro avg       0.62      0.60      0.60       285
weighted avg       0.62      0.60      0.60       285
";"[[62 35 18]
 [26 52 20]
 [ 7  8 57]]";0 hour:4 min:22 sec
WordFreq@0001@One;RandomForest;88.25;88.02;88.36;88.64;"              precision    recall  f1-score   support

          -1       0.44      0.87      0.58        95
           0       0.48      0.13      0.20        95
           1       0.77      0.58      0.66        95

    accuracy                           0.53       285
   macro avg       0.56      0.53      0.48       285
weighted avg       0.56      0.53      0.48       285
";"[[83 73 33]
 [ 6 12  7]
 [ 6 10 55]]";0 hour:2 min:28 sec
WordFreq@0001@One;LogisticRegression;69.45;69.54;69.54;69.68;"              precision    recall  f1-score   support

          -1       0.56      0.67      0.61        95
           0       0.54      0.55      0.54        95
           1       0.77      0.60      0.67        95

    accuracy                           0.61       285
   macro avg       0.62      0.61      0.61       285
weighted avg       0.62      0.61      0.61       285
";"[[64 35 15]
 [22 52 23]
 [ 9  8 57]]";0 hour:2 min:22 sec
WordFreq@0010@One;SVM;68.27;68.17;68.17;68.79;"              precision    recall  f1-score   support

          -1       0.52      0.64      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.61      0.69        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[61 38 18]
 [26 49 19]
 [ 8  8 58]]";0 hour:3 min:58 sec
WordFreq@0010@One;RandomForest;88.35;88.44;88.27;89.1;"              precision    recall  f1-score   support

          -1       0.41      0.89      0.56        95
           0       0.61      0.12      0.19        95
           1       0.80      0.51      0.62        95

    accuracy                           0.51       285
   macro avg       0.61      0.51      0.46       285
weighted avg       0.61      0.51      0.46       285
";"[[85 78 44]
 [ 4 11  3]
 [ 6  6 48]]";0 hour:2 min:27 sec
WordFreq@0010@One;LogisticRegression;69.93;70.0;70.0;70.22;"              precision    recall  f1-score   support

          -1       0.54      0.66      0.59        95
           0       0.52      0.52      0.52        95
           1       0.78      0.60      0.68        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.60       285
weighted avg       0.61      0.59      0.60       285
";"[[63 38 16]
 [24 49 22]
 [ 8  8 57]]";0 hour:2 min:14 sec
WordFreq@0011@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:48 sec
WordFreq@0011@One;RandomForest;88.48;88.03;88.04;89.08;"              precision    recall  f1-score   support

          -1       0.40      0.91      0.56        95
           0       0.29      0.04      0.07        95
           1       0.74      0.44      0.55        95

    accuracy                           0.46       285
   macro avg       0.47      0.46      0.39       285
weighted avg       0.47      0.46      0.39       285
";"[[86 83 45]
 [ 2  4  8]
 [ 7  8 42]]";0 hour:2 min:14 sec
WordFreq@0011@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:1 min:59 sec
WordFreq@0100@One;SVM;68.3;68.17;68.17;68.85;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:24 sec
WordFreq@0100@One;RandomForest;87.9;88.0;88.06;88.88;"              precision    recall  f1-score   support

          -1       0.43      0.92      0.59        95
           0       0.76      0.17      0.28        95
           1       0.73      0.49      0.59        95

    accuracy                           0.53       285
   macro avg       0.64      0.53      0.49       285
weighted avg       0.64      0.53      0.49       285
";"[[87 69 44]
 [ 1 16  4]
 [ 7 10 47]]";0 hour:2 min:42 sec
WordFreq@0100@One;LogisticRegression;69.53;69.59;69.59;69.78;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.52      0.52      0.52        95
           1       0.77      0.57      0.65        95

    accuracy                           0.58       285
   macro avg       0.60      0.58      0.59       285
weighted avg       0.60      0.58      0.59       285
";"[[63 38 19]
 [24 49 22]
 [ 8  8 54]]";0 hour:2 min:24 sec
WordFreq@0101@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:58 sec
WordFreq@0101@One;RandomForest;88.42;87.95;88.24;88.91;"              precision    recall  f1-score   support

          -1       0.42      0.89      0.57        95
           0       0.56      0.11      0.18        95
           1       0.70      0.46      0.56        95

    accuracy                           0.49       285
   macro avg       0.56      0.49      0.43       285
weighted avg       0.56      0.49      0.43       285
";"[[85 71 48]
 [ 5 10  3]
 [ 5 14 44]]";0 hour:2 min:18 sec
WordFreq@0101@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:2 sec
WordFreq@0110@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:59 sec
WordFreq@0110@One;RandomForest;88.25;88.14;88.1;89.08;"              precision    recall  f1-score   support

          -1       0.42      0.95      0.58        95
           0       0.69      0.09      0.17        95
           1       0.79      0.46      0.58        95

    accuracy                           0.50       285
   macro avg       0.63      0.50      0.44       285
weighted avg       0.63      0.50      0.44       285
";"[[90 79 47]
 [ 0  9  4]
 [ 5  7 44]]";0 hour:2 min:13 sec
WordFreq@0110@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:1 min:59 sec
WordFreq@0111@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:47 sec
WordFreq@0111@One;RandomForest;88.27;88.21;88.11;88.96;"              precision    recall  f1-score   support

          -1       0.41      0.85      0.55        95
           0       0.35      0.07      0.12        95
           1       0.75      0.52      0.61        95

    accuracy                           0.48       285
   macro avg       0.50      0.48      0.43       285
weighted avg       0.50      0.48      0.43       285
";"[[81 83 36]
 [ 3  7 10]
 [11  5 49]]";0 hour:2 min:14 sec
WordFreq@0111@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:1 min:56 sec
WordFreq@1000@One;SVM;68.57;68.49;68.49;69.16;"              precision    recall  f1-score   support

          -1       0.54      0.65      0.59        95
           0       0.54      0.55      0.54        95
           1       0.77      0.59      0.67        95

    accuracy                           0.60       285
   macro avg       0.61      0.60      0.60       285
weighted avg       0.61      0.60      0.60       285
";"[[62 35 18]
 [24 52 21]
 [ 9  8 56]]";0 hour:4 min:13 sec
WordFreq@1000@One;RandomForest;87.69;87.58;87.85;88.36;"              precision    recall  f1-score   support

          -1       0.44      0.93      0.59        95
           0       0.93      0.15      0.25        95
           1       0.78      0.57      0.66        95

    accuracy                           0.55       285
   macro avg       0.72      0.55      0.50       285
weighted avg       0.72      0.55      0.50       285
";"[[88 73 40]
 [ 0 14  1]
 [ 7  8 54]]";0 hour:2 min:28 sec
WordFreq@1000@One;LogisticRegression;70.04;70.09;70.09;70.31;"              precision    recall  f1-score   support

          -1       0.55      0.66      0.60        95
           0       0.54      0.55      0.54        95
           1       0.79      0.62      0.69        95

    accuracy                           0.61       285
   macro avg       0.63      0.61      0.61       285
weighted avg       0.63      0.61      0.61       285
";"[[63 35 16]
 [24 52 20]
 [ 8  8 59]]";0 hour:2 min:15 sec
WordFreq@1001@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:50 sec
WordFreq@1001@One;RandomForest;88.22;87.97;88.2;89.25;"              precision    recall  f1-score   support

          -1       0.44      0.87      0.59        95
           0       0.79      0.20      0.32        95
           1       0.70      0.55      0.62        95

    accuracy                           0.54       285
   macro avg       0.65      0.54      0.51       285
weighted avg       0.65      0.54      0.51       285
";"[[83 61 43]
 [ 5 19  0]
 [ 7 15 52]]";0 hour:2 min:18 sec
WordFreq@1001@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:0 sec
WordFreq@1010@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:59 sec
WordFreq@1010@One;RandomForest;88.14;87.96;88.05;89.03;"              precision    recall  f1-score   support

          -1       0.40      0.91      0.55        95
           0       0.36      0.04      0.08        95
           1       0.70      0.42      0.53        95

    accuracy                           0.46       285
   macro avg       0.49      0.46      0.38       285
weighted avg       0.49      0.46      0.38       285
";"[[86 81 50]
 [ 2  4  5]
 [ 7 10 40]]";0 hour:2 min:18 sec
WordFreq@1010@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:1 min:57 sec
WordFreq@1011@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:49 sec
WordFreq@1011@One;RandomForest;87.95;88.26;88.27;88.94;"              precision    recall  f1-score   support

          -1       0.42      0.91      0.58        95
           0       0.74      0.15      0.25        95
           1       0.73      0.47      0.57        95

    accuracy                           0.51       285
   macro avg       0.63      0.51      0.46       285
weighted avg       0.63      0.51      0.46       285
";"[[86 72 46]
 [ 1 14  4]
 [ 8  9 45]]";0 hour:2 min:16 sec
WordFreq@1011@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:9 sec
WordFreq@1100@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:4 min:2 sec
WordFreq@1100@One;RandomForest;88.4;88.24;88.06;89.14;"              precision    recall  f1-score   support

          -1       0.42      0.88      0.57        95
           0       0.72      0.14      0.23        95
           1       0.74      0.53      0.61        95

    accuracy                           0.52       285
   macro avg       0.63      0.52      0.47       285
weighted avg       0.63      0.52      0.47       285
";"[[84 72 43]
 [ 3 13  2]
 [ 8 10 50]]";0 hour:2 min:21 sec
WordFreq@1100@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:4 sec
WordFreq@1101@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:53 sec
WordFreq@1101@One;RandomForest;88.21;88.39;87.84;88.98;"              precision    recall  f1-score   support

          -1       0.42      0.89      0.57        95
           0       0.63      0.13      0.21        95
           1       0.75      0.49      0.59        95

    accuracy                           0.51       285
   macro avg       0.60      0.51      0.46       285
weighted avg       0.60      0.51      0.46       285
";"[[85 73 45]
 [ 4 12  3]
 [ 6 10 47]]";0 hour:2 min:12 sec
WordFreq@1101@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:2 min:2 sec
WordFreq@1110@One;SVM;68.29;68.17;68.17;68.83;"              precision    recall  f1-score   support

          -1       0.52      0.65      0.58        95
           0       0.52      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[62 39 18]
 [24 49 21]
 [ 9  7 56]]";0 hour:3 min:50 sec
WordFreq@1110@One;RandomForest;88.26;88.43;88.33;88.86;"              precision    recall  f1-score   support

          -1       0.41      0.87      0.56        95
           0       0.29      0.05      0.09        95
           1       0.69      0.47      0.56        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.40       285
weighted avg       0.47      0.47      0.40       285
";"[[83 79 41]
 [ 3  5  9]
 [ 9 11 45]]";0 hour:2 min:14 sec
WordFreq@1110@One;LogisticRegression;69.77;69.82;69.82;70.04;"              precision    recall  f1-score   support

          -1       0.53      0.66      0.59        95
           0       0.53      0.52      0.52        95
           1       0.78      0.59      0.67        95

    accuracy                           0.59       285
   macro avg       0.61      0.59      0.59       285
weighted avg       0.61      0.59      0.59       285
";"[[63 38 19]
 [24 49 20]
 [ 8  8 56]]";0 hour:1 min:56 sec
WordFreq@1111@One;SVM;68.36;68.26;68.26;68.95;"              precision    recall  f1-score   support

          -1       0.54      0.66      0.59        95
           0       0.55      0.55      0.55        95
           1       0.78      0.60      0.68        95

    accuracy                           0.60       285
   macro avg       0.62      0.60      0.61       285
weighted avg       0.62      0.60      0.61       285
";"[[63 35 19]
 [24 52 19]
 [ 8  8 57]]";0 hour:4 min:5 sec
WordFreq@1111@One;RandomForest;88.41;88.24;88.06;88.99;"              precision    recall  f1-score   support

          -1       0.41      0.88      0.56        95
           0       0.39      0.07      0.12        95
           1       0.78      0.49      0.61        95

    accuracy                           0.48       285
   macro avg       0.53      0.48      0.43       285
weighted avg       0.53      0.48      0.43       285
";"[[84 82 41]
 [ 4  7  7]
 [ 7  6 47]]";0 hour:2 min:47 sec
WordFreq@1111@One;LogisticRegression;69.49;69.59;69.59;69.77;"              precision    recall  f1-score   support

          -1       0.56      0.68      0.62        95
           0       0.54      0.55      0.54        95
           1       0.78      0.60      0.68        95

    accuracy                           0.61       285
   macro avg       0.63      0.61      0.61       285
weighted avg       0.63      0.61      0.61       285
";"[[65 35 16]
 [22 52 22]
 [ 8  8 57]]";0 hour:2 min:18 sec
Word@0001@One;SVM;66.77;66.76;66.76;67.08;"              precision    recall  f1-score   support

          -1       0.50      0.59      0.54        95
           0       0.48      0.48      0.48        95
           1       0.76      0.61      0.68        95

    accuracy                           0.56       285
   macro avg       0.58      0.56      0.57       285
weighted avg       0.58      0.56      0.57       285
";"[[56 44 13]
 [26 46 24]
 [13  5 58]]";0 hour:1 min:54 sec
Word@0001@One;RandomForest;87.87;88.15;88.04;89.0;"              precision    recall  f1-score   support

          -1       0.43      0.93      0.59        95
           0       0.54      0.14      0.22        95
           1       0.75      0.45      0.57        95

    accuracy                           0.51       285
   macro avg       0.58      0.51      0.46       285
weighted avg       0.58      0.51      0.46       285
";"[[88 74 42]
 [ 1 13 10]
 [ 6  8 43]]";0 hour:1 min:54 sec
