model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhoneme@1100@All;SVM;57.34;57.21;57.21;58.17;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:36 sec
WordPhoneme@1100@One;SVM;57.34;57.21;57.21;58.17;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:35 sec
WordPhoneme@1100@All;RandomForest;53.47;53.64;53.64;53.81;"              precision    recall  f1-score   support

          -1       0.50      0.52      0.51        31
           0       0.38      0.32      0.35        31
           1       0.60      0.68      0.64        31

    accuracy                           0.51        93
   macro avg       0.49      0.51      0.50        93
weighted avg       0.49      0.51      0.50        93
";"[[16 12  4]
 [10 10  6]
 [ 5  9 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:50 sec
WordPhoneme@1100@One;RandomForest;53.55;53.76;53.76;53.95;"              precision    recall  f1-score   support

          -1       0.51      0.58      0.55        31
           0       0.44      0.39      0.41        31
           1       0.61      0.61      0.61        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[18 11  6]
 [ 9 12  6]
 [ 4  8 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:49 sec
WordPhoneme@1101@All;SVM;57.21;57.09;57.09;57.97;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:39 sec
WordPhoneme@1101@One;SVM;57.21;57.09;57.09;57.97;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:38 sec
WordPhoneme@1101@All;RandomForest;53.65;53.8;53.8;54.02;"              precision    recall  f1-score   support

          -1       0.52      0.52      0.52        31
           0       0.45      0.42      0.43        31
           1       0.61      0.65      0.62        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[16  9  6]
 [11 13  5]
 [ 4  9 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:53 sec
WordPhoneme@1101@One;RandomForest;53.19;53.39;53.39;53.45;"              precision    recall  f1-score   support

          -1       0.51      0.58      0.55        31
           0       0.36      0.26      0.30        31
           1       0.58      0.68      0.63        31

    accuracy                           0.51        93
   macro avg       0.49      0.51      0.49        93
weighted avg       0.49      0.51      0.49        93
";"[[18 13  4]
 [ 8  8  6]
 [ 5 10 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:56 sec
WordPhoneme@1110@All;SVM;57.57;57.42;57.42;58.41;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:49 sec
WordPhoneme@1110@One;SVM;57.57;57.42;57.42;58.41;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:39 sec
WordPhoneme@1110@All;RandomForest;53.72;53.77;53.77;54.12;"              precision    recall  f1-score   support

          -1       0.59      0.55      0.57        31
           0       0.40      0.39      0.39        31
           1       0.59      0.65      0.62        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.53        93
weighted avg       0.52      0.53      0.53        93
";"[[17  8  4]
 [11 12  7]
 [ 3 11 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:55 sec
WordPhoneme@1110@One;RandomForest;53.94;54.12;54.12;54.25;"              precision    recall  f1-score   support

          -1       0.55      0.68      0.61        31
           0       0.50      0.42      0.46        31
           1       0.69      0.65      0.67        31

    accuracy                           0.58        93
   macro avg       0.58      0.58      0.58        93
weighted avg       0.58      0.58      0.58        93
";"[[21 12  5]
 [ 7 13  6]
 [ 3  6 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:52 sec
WordPhoneme@1111@All;SVM;57.21;57.09;57.09;57.98;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:40 sec
WordPhoneme@1111@One;SVM;57.21;57.09;57.09;57.98;"              precision    recall  f1-score   support

          -1       0.47      0.55      0.51        31
           0       0.39      0.39      0.39        31
           1       0.77      0.65      0.70        31

    accuracy                           0.53        93
   macro avg       0.54      0.53      0.53        93
weighted avg       0.54      0.53      0.53        93
";"[[17 14  5]
 [13 12  6]
 [ 1  5 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:38 sec
WordPhoneme@1111@All;RandomForest;54.22;54.37;54.37;54.57;"              precision    recall  f1-score   support

          -1       0.52      0.48      0.50        31
           0       0.34      0.32      0.33        31
           1       0.60      0.68      0.64        31

    accuracy                           0.49        93
   macro avg       0.49      0.49      0.49        93
weighted avg       0.49      0.49      0.49        93
";"[[15 10  4]
 [13 10  6]
 [ 3 11 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:57 sec
WordPhoneme@1111@One;RandomForest;53.79;53.87;53.87;54.17;"              precision    recall  f1-score   support

          -1       0.53      0.55      0.54        31
           0       0.40      0.39      0.39        31
           1       0.65      0.65      0.65        31

    accuracy                           0.53        93
   macro avg       0.53      0.53      0.53        93
weighted avg       0.53      0.53      0.53        93
";"[[17 10  5]
 [12 12  6]
 [ 2  9 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:52 sec
WordFreq@0001@All;SVM;53.58;53.75;53.75;55.08;"              precision    recall  f1-score   support

          -1       0.57      0.68      0.62        31
           0       0.43      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.55        93
   macro avg       0.57      0.55      0.55        93
weighted avg       0.57      0.55      0.55        93
";"[[21 11  5]
 [ 9 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:12 sec
WordFreq@0001@One;SVM;55.19;55.1;55.1;55.86;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.34      0.32      0.33        31
           1       0.68      0.61      0.64        31

    accuracy                           0.51        93
   macro avg       0.51      0.51      0.50        93
weighted avg       0.51      0.51      0.50        93
";"[[18 15  3]
 [10 10  9]
 [ 3  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:8 sec
WordFreq@0001@All;RandomForest;54.03;54.19;54.19;54.41;"              precision    recall  f1-score   support

          -1       0.61      0.61      0.61        31
           0       0.48      0.45      0.47        31
           1       0.58      0.61      0.59        31

    accuracy                           0.56        93
   macro avg       0.56      0.56      0.56        93
weighted avg       0.56      0.56      0.56        93
";"[[19  6  6]
 [ 9 14  6]
 [ 3 11 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:29 sec
WordFreq@0001@One;RandomForest;53.78;53.99;53.99;53.99;"              precision    recall  f1-score   support

          -1       0.53      0.58      0.55        31
           0       0.43      0.32      0.37        31
           1       0.56      0.65      0.60        31

    accuracy                           0.52        93
   macro avg       0.51      0.52      0.51        93
weighted avg       0.51      0.52      0.51        93
";"[[18 10  6]
 [ 8 10  5]
 [ 5 11 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:23 sec
WordFreq@0010@All;SVM;53.4;53.54;53.54;54.9;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        31
           0       0.42      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.54        93
   macro avg       0.56      0.54      0.54        93
weighted avg       0.56      0.54      0.54        93
";"[[20 11  5]
 [10 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:12 sec
WordFreq@0010@One;SVM;55.37;55.27;55.27;56.07;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.36      0.32      0.34        31
           1       0.69      0.65      0.67        31

    accuracy                           0.52        93
   macro avg       0.52      0.52      0.51        93
weighted avg       0.52      0.52      0.51        93
";"[[18 15  3]
 [10 10  8]
 [ 3  6 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:9 sec
WordFreq@0010@All;RandomForest;52.73;53.08;53.08;53.08;"              precision    recall  f1-score   support

          -1       0.62      0.65      0.63        31
           0       0.52      0.39      0.44        31
           1       0.55      0.68      0.61        31

    accuracy                           0.57        93
   macro avg       0.57      0.57      0.56        93
weighted avg       0.57      0.57      0.56        93
";"[[20  9  3]
 [ 4 12  7]
 [ 7 10 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:25 sec
WordFreq@0010@One;RandomForest;52.69;52.86;52.86;53.01;"              precision    recall  f1-score   support

          -1       0.54      0.61      0.58        31
           0       0.46      0.42      0.44        31
           1       0.67      0.65      0.66        31

    accuracy                           0.56        93
   macro avg       0.56      0.56      0.56        93
weighted avg       0.56      0.56      0.56        93
";"[[19 10  6]
 [10 13  5]
 [ 2  8 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:22 sec
WordFreq@0011@All;SVM;53.59;53.77;53.77;55.08;"              precision    recall  f1-score   support

          -1       0.57      0.68      0.62        31
           0       0.43      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.55        93
   macro avg       0.57      0.55      0.55        93
weighted avg       0.57      0.55      0.55        93
";"[[21 11  5]
 [ 9 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:10 sec
WordFreq@0011@One;SVM;55.17;55.08;55.08;55.84;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.34      0.32      0.33        31
           1       0.68      0.61      0.64        31

    accuracy                           0.51        93
   macro avg       0.51      0.51      0.50        93
weighted avg       0.51      0.51      0.50        93
";"[[18 15  3]
 [10 10  9]
 [ 3  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:8 sec
WordFreq@0011@All;RandomForest;52.36;52.6;52.6;52.68;"              precision    recall  f1-score   support

          -1       0.57      0.65      0.61        31
           0       0.50      0.39      0.44        31
           1       0.56      0.61      0.58        31

    accuracy                           0.55        93
   macro avg       0.54      0.55      0.54        93
weighted avg       0.54      0.55      0.54        93
";"[[20  9  6]
 [ 6 12  6]
 [ 5 10 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:24 sec
WordFreq@0011@One;RandomForest;52.43;52.73;52.73;52.56;"              precision    recall  f1-score   support

          -1       0.53      0.52      0.52        31
           0       0.44      0.39      0.41        31
           1       0.58      0.68      0.63        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[16  9  5]
 [10 12  5]
 [ 5 10 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:25 sec
WordFreq@0100@All;SVM;53.36;53.52;53.52;54.83;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        31
           0       0.42      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.54        93
   macro avg       0.56      0.54      0.54        93
weighted avg       0.56      0.54      0.54        93
";"[[20 11  5]
 [10 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:10 sec
WordFreq@0100@One;SVM;55.5;55.37;55.37;56.25;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.34      0.32      0.33        31
           1       0.68      0.61      0.64        31

    accuracy                           0.51        93
   macro avg       0.51      0.51      0.50        93
weighted avg       0.51      0.51      0.50        93
";"[[18 15  3]
 [10 10  9]
 [ 3  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:8 sec
WordFreq@0100@All;RandomForest;52.52;52.62;52.62;52.9;"              precision    recall  f1-score   support

          -1       0.52      0.48      0.50        31
           0       0.38      0.42      0.40        31
           1       0.63      0.61      0.62        31

    accuracy                           0.51        93
   macro avg       0.51      0.51      0.51        93
weighted avg       0.51      0.51      0.51        93
";"[[15 10  4]
 [13 13  8]
 [ 3  8 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:25 sec
WordFreq@0100@One;RandomForest;53.88;54.11;54.11;54.31;"              precision    recall  f1-score   support

          -1       0.54      0.61      0.58        31
           0       0.48      0.32      0.38        31
           1       0.57      0.68      0.62        31

    accuracy                           0.54        93
   macro avg       0.53      0.54      0.53        93
weighted avg       0.53      0.54      0.53        93
";"[[19 10  6]
 [ 7 10  4]
 [ 5 11 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:27 sec
WordFreq@0101@All;SVM;53.56;53.73;53.73;55.04;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        31
           0       0.42      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.54        93
   macro avg       0.56      0.54      0.54        93
weighted avg       0.56      0.54      0.54        93
";"[[20 11  5]
 [10 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:10 sec
WordFreq@0101@One;SVM;55.2;55.11;55.11;55.86;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.34      0.32      0.33        31
           1       0.68      0.61      0.64        31

    accuracy                           0.51        93
   macro avg       0.51      0.51      0.50        93
weighted avg       0.51      0.51      0.50        93
";"[[18 15  3]
 [10 10  9]
 [ 3  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:12 sec
WordFreq@0101@All;RandomForest;54.05;54.26;54.26;54.3;"              precision    recall  f1-score   support

          -1       0.59      0.55      0.57        31
           0       0.41      0.39      0.40        31
           1       0.57      0.65      0.61        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[17 10  2]
 [ 8 12  9]
 [ 6  9 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:22 sec
WordFreq@0101@One;RandomForest;54.1;54.32;54.32;54.41;"              precision    recall  f1-score   support

          -1       0.58      0.68      0.63        31
           0       0.44      0.26      0.33        31
           1       0.54      0.68      0.60        31

    accuracy                           0.54        93
   macro avg       0.52      0.54      0.52        93
weighted avg       0.52      0.54      0.52        93
";"[[21 11  4]
 [ 4  8  6]
 [ 6 12 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:22 sec
WordFreq@0110@All;SVM;53.41;53.56;53.56;54.88;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        31
           0       0.42      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.54        93
   macro avg       0.56      0.54      0.54        93
weighted avg       0.56      0.54      0.54        93
";"[[20 11  5]
 [10 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:11 sec
WordFreq@0110@One;SVM;55.39;55.27;55.27;56.11;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.36      0.32      0.34        31
           1       0.69      0.65      0.67        31

    accuracy                           0.52        93
   macro avg       0.52      0.52      0.51        93
weighted avg       0.52      0.52      0.51        93
";"[[18 15  3]
 [10 10  8]
 [ 3  6 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:8 sec
WordFreq@0110@All;RandomForest;53.24;53.31;53.31;53.63;"              precision    recall  f1-score   support

          -1       0.45      0.42      0.43        31
           0       0.39      0.35      0.37        31
           1       0.56      0.65      0.60        31

    accuracy                           0.47        93
   macro avg       0.47      0.47      0.47        93
weighted avg       0.47      0.47      0.47        93
";"[[13  9  7]
 [13 11  4]
 [ 5 11 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:23 sec
WordFreq@0110@One;RandomForest;53.88;54.02;54.02;54.21;"              precision    recall  f1-score   support

          -1       0.45      0.45      0.45        31
           0       0.27      0.23      0.25        31
           1       0.56      0.65      0.60        31

    accuracy                           0.44        93
   macro avg       0.43      0.44      0.43        93
weighted avg       0.43      0.44      0.43        93
";"[[14 12  5]
 [13  7  6]
 [ 4 12 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:27 sec
WordFreq@0111@All;SVM;53.56;53.73;53.73;55.04;"              precision    recall  f1-score   support

          -1       0.56      0.65      0.60        31
           0       0.42      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.54        93
   macro avg       0.56      0.54      0.54        93
weighted avg       0.56      0.54      0.54        93
";"[[20 11  5]
 [10 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:11 sec
WordFreq@0111@One;SVM;55.2;55.11;55.11;55.87;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.34      0.32      0.33        31
           1       0.68      0.61      0.64        31

    accuracy                           0.51        93
   macro avg       0.51      0.51      0.50        93
weighted avg       0.51      0.51      0.50        93
";"[[18 15  3]
 [10 10  9]
 [ 3  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:9 sec
WordFreq@0111@All;RandomForest;53.01;53.26;53.26;53.31;"              precision    recall  f1-score   support

          -1       0.53      0.58      0.55        31
           0       0.41      0.35      0.38        31
           1       0.59      0.61      0.60        31

    accuracy                           0.52        93
   macro avg       0.51      0.52      0.51        93
weighted avg       0.51      0.52      0.51        93
";"[[18 12  4]
 [ 8 11  8]
 [ 5  8 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:25 sec
WordFreq@0111@One;RandomForest;52.47;52.67;52.67;52.81;"              precision    recall  f1-score   support

          -1       0.53      0.52      0.52        31
           0       0.40      0.39      0.39        31
           1       0.58      0.61      0.59        31

    accuracy                           0.51        93
   macro avg       0.50      0.51      0.50        93
weighted avg       0.50      0.51      0.50        93
";"[[16 10  4]
 [10 12  8]
 [ 5  9 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:24 sec
WordFreq@1000@All;SVM;53.48;53.64;53.64;54.93;"              precision    recall  f1-score   support

          -1       0.54      0.61      0.58        31
           0       0.42      0.48      0.45        31
           1       0.68      0.48      0.57        31

    accuracy                           0.53        93
   macro avg       0.55      0.53      0.53        93
weighted avg       0.55      0.53      0.53        93
";"[[19 11  5]
 [10 15 11]
 [ 2  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:13 sec
WordFreq@1000@One;SVM;55.53;55.44;55.44;56.23;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.36      0.32      0.34        31
           1       0.69      0.65      0.67        31

    accuracy                           0.52        93
   macro avg       0.52      0.52      0.51        93
weighted avg       0.52      0.52      0.51        93
";"[[18 15  3]
 [10 10  8]
 [ 3  6 20]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:11 sec
WordFreq@1000@All;RandomForest;53.6;53.78;53.78;54.0;"              precision    recall  f1-score   support

          -1       0.58      0.58      0.58        31
           0       0.37      0.32      0.34        31
           1       0.60      0.68      0.64        31

    accuracy                           0.53        93
   macro avg       0.52      0.53      0.52        93
weighted avg       0.52      0.53      0.52        93
";"[[18  9  4]
 [11 10  6]
 [ 2 12 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:25 sec
WordFreq@1000@One;RandomForest;53.2;53.55;53.55;53.4;"              precision    recall  f1-score   support

          -1       0.62      0.58      0.60        31
           0       0.42      0.42      0.42        31
           1       0.64      0.68      0.66        31

    accuracy                           0.56        93
   macro avg       0.56      0.56      0.56        93
weighted avg       0.56      0.56      0.56        93
";"[[18  8  3]
 [11 13  7]
 [ 2 10 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:26 sec
WordFreq@1001@All;SVM;53.52;53.68;53.68;55.0;"              precision    recall  f1-score   support

          -1       0.57      0.68      0.62        31
           0       0.43      0.48      0.45        31
           1       0.71      0.48      0.58        31

    accuracy                           0.55        93
   macro avg       0.57      0.55      0.55        93
weighted avg       0.57      0.55      0.55        93
";"[[21 11  5]
 [ 9 15 11]
 [ 1  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:9 sec
WordFreq@1001@One;SVM;55.02;54.94;54.94;55.67;"              precision    recall  f1-score   support

          -1       0.50      0.58      0.54        31
           0       0.34      0.32      0.33        31
           1       0.68      0.61      0.64        31

    accuracy                           0.51        93
   macro avg       0.51      0.51      0.50        93
weighted avg       0.51      0.51      0.50        93
";"[[18 15  3]
 [10 10  9]
 [ 3  6 19]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:7 sec
WordFreq@1001@All;RandomForest;53.26;53.5;53.5;53.43;"              precision    recall  f1-score   support

          -1       0.62      0.58      0.60        31
           0       0.44      0.39      0.41        31
           1       0.57      0.68      0.62        31

    accuracy                           0.55        93
   macro avg       0.54      0.55      0.54        93
weighted avg       0.54      0.55      0.54        93
";"[[18  8  3]
 [ 8 12  7]
 [ 5 11 21]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:26 sec
WordFreq@1001@One;RandomForest;54.06;54.29;54.29;54.48;"              precision    recall  f1-score   support

          -1       0.55      0.55      0.55        31
           0       0.46      0.42      0.44        31
           1       0.68      0.74      0.71        31

    accuracy                           0.57        93
   macro avg       0.56      0.57      0.57        93
weighted avg       0.56      0.57      0.57        93
";"[[17 10  4]
 [11 13  4]
 [ 3  8 23]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:24 sec
WordFreq@1010@All;SVM;53.5;53.66;53.66;54.94;"              precision    recall  f1-score   support

          -1       0.54      0.61      0.58        31
           0       0.42      0.48      0.45        31
           1       0.68      0.48      0.57        31

    accuracy                           0.53        93
   macro avg       0.55      0.53      0.53        93
weighted avg       0.55      0.53      0.53        93
";"[[19 11  5]
 [10 15 11]
 [ 2  5 15]]";"Sample train:[(-1, 732), (0, 318), (1, 400)]
RandomUnderSampler train:[(-1, 318), (0, 318), (1, 318)]";;0 hour:1 min:11 sec
