model_name;classifier;f1;accuracy;recall;precision;classification;confusion;sample_train;sample_test;time_processing
WordPhoneme@1110@One;RandomForest;59.64;59.72;59.72;60.08;"              precision    recall  f1-score   support

          -1       0.53      0.45      0.49        44
           0       0.55      0.66      0.60        44
           1       0.56      0.52      0.54        44

    accuracy                           0.55       132
   macro avg       0.54      0.55      0.54       132
weighted avg       0.54      0.55      0.54       132
";"[[20  6 12]
 [15 29  9]
 [ 9  9 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:12 min:26 sec
WordPhoneme@1111@All;SVM;48.16;48.18;48.18;49.65;"              precision    recall  f1-score   support

          -1       0.44      0.32      0.37        44
           0       0.39      0.45      0.42        44
           1       0.47      0.52      0.49        44

    accuracy                           0.43       132
   macro avg       0.43      0.43      0.43       132
weighted avg       0.43      0.43      0.43       132
";"[[14  9  9]
 [19 20 12]
 [11 15 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:57 min:16 sec
WordPhoneme@1111@One;SVM;48.16;48.18;48.18;49.65;"              precision    recall  f1-score   support

          -1       0.44      0.32      0.37        44
           0       0.39      0.45      0.42        44
           1       0.47      0.52      0.49        44

    accuracy                           0.43       132
   macro avg       0.43      0.43      0.43       132
weighted avg       0.43      0.43      0.43       132
";"[[14  9  9]
 [19 20 12]
 [11 15 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:13 min:37 sec
WordPhoneme@1111@All;RandomForest;59.53;59.62;59.62;59.81;"              precision    recall  f1-score   support

          -1       0.56      0.55      0.55        44
           0       0.54      0.57      0.56        44
           1       0.56      0.55      0.55        44

    accuracy                           0.55       132
   macro avg       0.55      0.55      0.55       132
weighted avg       0.55      0.55      0.55       132
";"[[24  9 10]
 [11 25 10]
 [ 9 10 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:55 min:14 sec
WordPhoneme@1111@One;RandomForest;59.75;59.86;59.86;60.03;"              precision    recall  f1-score   support

          -1       0.53      0.52      0.53        44
           0       0.55      0.61      0.58        44
           1       0.62      0.57      0.60        44

    accuracy                           0.57       132
   macro avg       0.57      0.57      0.57       132
weighted avg       0.57      0.57      0.57       132
";"[[23  9 11]
 [14 27  8]
 [ 7  8 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:12 min:57 sec
WordFreq@0001@All;SVM;46.37;46.66;46.66;46.71;"              precision    recall  f1-score   support

          -1       0.29      0.32      0.30        44
           0       0.35      0.34      0.34        44
           1       0.46      0.43      0.45        44

    accuracy                           0.36       132
   macro avg       0.37      0.36      0.37       132
weighted avg       0.37      0.36      0.37       132
";"[[14 18 16]
 [19 15  9]
 [11 11 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:56 min:0 sec
WordFreq@0001@One;SVM;44.62;44.79;44.79;44.8;"              precision    recall  f1-score   support

          -1       0.40      0.39      0.40        44
           0       0.40      0.45      0.43        44
           1       0.47      0.43      0.45        44

    accuracy                           0.42       132
   macro avg       0.43      0.42      0.42       132
weighted avg       0.43      0.42      0.42       132
";"[[17 12 13]
 [18 20 12]
 [ 9 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:15 sec
WordFreq@0001@All;RandomForest;54.75;54.89;54.89;54.97;"              precision    recall  f1-score   support

          -1       0.45      0.45      0.45        44
           0       0.57      0.59      0.58        44
           1       0.57      0.55      0.56        44

    accuracy                           0.53       132
   macro avg       0.53      0.53      0.53       132
weighted avg       0.53      0.53      0.53       132
";"[[20 11 13]
 [13 26  7]
 [11  7 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:55 min:38 sec
WordFreq@0001@One;RandomForest;56.17;56.28;56.28;56.54;"              precision    recall  f1-score   support

          -1       0.40      0.36      0.38        44
           0       0.54      0.57      0.56        44
           1       0.52      0.55      0.53        44

    accuracy                           0.49       132
   macro avg       0.49      0.49      0.49       132
weighted avg       0.49      0.49      0.49       132
";"[[16 12 12]
 [13 25  8]
 [15  7 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:11 min:36 sec
WordFreq@0010@All;SVM;46.03;46.17;46.17;46.54;"              precision    recall  f1-score   support

          -1       0.27      0.32      0.29        44
           0       0.36      0.34      0.35        44
           1       0.44      0.39      0.41        44

    accuracy                           0.35       132
   macro avg       0.36      0.35      0.35       132
weighted avg       0.36      0.35      0.35       132
";"[[14 19 18]
 [18 15  9]
 [12 10 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:1 min:48 sec
WordFreq@0010@One;SVM;42.81;42.92;42.92;43.05;"              precision    recall  f1-score   support

          -1       0.33      0.32      0.33        44
           0       0.41      0.48      0.44        44
           1       0.36      0.32      0.34        44

    accuracy                           0.37       132
   macro avg       0.37      0.37      0.37       132
weighted avg       0.37      0.37      0.37       132
";"[[14 11 17]
 [17 21 13]
 [13 12 14]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:58 sec
WordFreq@0010@All;RandomForest;54.48;54.62;54.62;54.74;"              precision    recall  f1-score   support

          -1       0.36      0.34      0.35        44
           0       0.59      0.61      0.60        44
           1       0.52      0.52      0.52        44

    accuracy                           0.49       132
   macro avg       0.49      0.49      0.49       132
weighted avg       0.49      0.49      0.49       132
";"[[15 11 16]
 [14 27  5]
 [15  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:1 min:17 sec
WordFreq@0010@One;RandomForest;55.64;55.78;55.78;56.01;"              precision    recall  f1-score   support

          -1       0.46      0.43      0.45        44
           0       0.57      0.68      0.62        44
           1       0.55      0.48      0.51        44

    accuracy                           0.53       132
   macro avg       0.53      0.53      0.53       132
weighted avg       0.53      0.53      0.53       132
";"[[19  8 14]
 [14 30  9]
 [11  6 21]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:14 min:18 sec
WordFreq@0011@All;SVM;46.31;46.62;46.62;46.64;"              precision    recall  f1-score   support

          -1       0.29      0.32      0.30        44
           0       0.33      0.32      0.33        44
           1       0.45      0.43      0.44        44

    accuracy                           0.36       132
   macro avg       0.36      0.36      0.36       132
weighted avg       0.36      0.36      0.36       132
";"[[14 18 16]
 [19 14  9]
 [11 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:58 min:57 sec
WordFreq@0011@One;SVM;44.66;44.83;44.83;44.83;"              precision    recall  f1-score   support

          -1       0.43      0.41      0.42        44
           0       0.41      0.45      0.43        44
           1       0.46      0.43      0.45        44

    accuracy                           0.43       132
   macro avg       0.43      0.43      0.43       132
weighted avg       0.43      0.43      0.43       132
";"[[18 11 13]
 [17 20 12]
 [ 9 13 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:56 sec
WordFreq@0011@All;RandomForest;55.11;55.22;55.22;55.38;"              precision    recall  f1-score   support

          -1       0.45      0.43      0.44        44
           0       0.55      0.61      0.58        44
           1       0.56      0.52      0.54        44

    accuracy                           0.52       132
   macro avg       0.52      0.52      0.52       132
weighted avg       0.52      0.52      0.52       132
";"[[19 11 12]
 [13 27  9]
 [12  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:57 min:58 sec
WordFreq@0011@One;RandomForest;55.69;55.82;55.82;56.1;"              precision    recall  f1-score   support

          -1       0.47      0.43      0.45        44
           0       0.55      0.66      0.60        44
           1       0.56      0.50      0.53        44

    accuracy                           0.53       132
   macro avg       0.53      0.53      0.53       132
weighted avg       0.53      0.53      0.53       132
";"[[19  9 12]
 [14 29 10]
 [11  6 22]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:47 sec
WordFreq@0100@All;SVM;45.85;45.98;45.98;46.37;"              precision    recall  f1-score   support

          -1       0.29      0.34      0.31        44
           0       0.40      0.39      0.39        44
           1       0.46      0.39      0.42        44

    accuracy                           0.37       132
   macro avg       0.38      0.37      0.37       132
weighted avg       0.38      0.37      0.37       132
";"[[15 19 18]
 [17 17  9]
 [12  8 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:0 min:39 sec
WordFreq@0100@One;SVM;42.21;42.34;42.34;42.44;"              precision    recall  f1-score   support

          -1       0.33      0.32      0.33        44
           0       0.44      0.48      0.46        44
           1       0.36      0.34      0.35        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[14 10 18]
 [16 21 11]
 [14 13 15]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:14 min:27 sec
WordFreq@0100@All;RandomForest;54.15;54.27;54.27;54.47;"              precision    recall  f1-score   support

          -1       0.33      0.36      0.34        44
           0       0.53      0.52      0.53        44
           1       0.55      0.50      0.52        44

    accuracy                           0.46       132
   macro avg       0.47      0.46      0.47       132
weighted avg       0.47      0.46      0.47       132
";"[[16 16 17]
 [15 23  5]
 [13  5 22]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:1 min:51 sec
WordFreq@0100@One;RandomForest;55.16;55.26;55.26;55.53;"              precision    recall  f1-score   support

          -1       0.43      0.50      0.46        44
           0       0.60      0.59      0.60        44
           1       0.58      0.50      0.54        44

    accuracy                           0.53       132
   macro avg       0.54      0.53      0.53       132
weighted avg       0.54      0.53      0.53       132
";"[[22 11 18]
 [13 26  4]
 [ 9  7 22]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:17 min:1 sec
WordFreq@0101@All;SVM;46.44;46.74;46.74;46.76;"              precision    recall  f1-score   support

          -1       0.31      0.34      0.32        44
           0       0.36      0.34      0.35        44
           1       0.46      0.43      0.45        44

    accuracy                           0.37       132
   macro avg       0.38      0.37      0.37       132
weighted avg       0.38      0.37      0.37       132
";"[[15 18 16]
 [18 15  9]
 [11 11 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:58 min:0 sec
WordFreq@0101@One;SVM;44.78;44.97;44.97;44.98;"              precision    recall  f1-score   support

          -1       0.39      0.39      0.39        44
           0       0.41      0.45      0.43        44
           1       0.46      0.41      0.43        44

    accuracy                           0.42       132
   macro avg       0.42      0.42      0.42       132
weighted avg       0.42      0.42      0.42       132
";"[[17 12 15]
 [18 20 11]
 [ 9 12 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:22 sec
WordFreq@0101@All;RandomForest;55.03;55.18;55.18;55.28;"              precision    recall  f1-score   support

          -1       0.37      0.36      0.37        44
           0       0.53      0.57      0.55        44
           1       0.57      0.55      0.56        44

    accuracy                           0.49       132
   macro avg       0.49      0.49      0.49       132
weighted avg       0.49      0.49      0.49       132
";"[[16 13 14]
 [16 25  6]
 [12  6 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:4 min:30 sec
WordFreq@0101@One;RandomForest;56.13;56.28;56.28;56.45;"              precision    recall  f1-score   support

          -1       0.45      0.41      0.43        44
           0       0.54      0.64      0.58        44
           1       0.55      0.50      0.52        44

    accuracy                           0.52       132
   macro avg       0.51      0.52      0.51       132
weighted avg       0.51      0.52      0.51       132
";"[[18 10 12]
 [14 28 10]
 [12  6 22]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:17 min:8 sec
WordFreq@0110@All;SVM;46.16;46.29;46.29;46.66;"              precision    recall  f1-score   support

          -1       0.29      0.34      0.31        44
           0       0.37      0.34      0.35        44
           1       0.44      0.39      0.41        44

    accuracy                           0.36       132
   macro avg       0.36      0.36      0.36       132
weighted avg       0.36      0.36      0.36       132
";"[[15 19 18]
 [17 15  9]
 [12 10 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:1 min:57 sec
WordFreq@0110@One;SVM;42.82;42.92;42.92;43.06;"              precision    recall  f1-score   support

          -1       0.33      0.32      0.33        44
           0       0.42      0.48      0.45        44
           1       0.38      0.34      0.36        44

    accuracy                           0.38       132
   macro avg       0.38      0.38      0.38       132
weighted avg       0.38      0.38      0.38       132
";"[[14 11 17]
 [17 21 12]
 [13 12 15]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:0 sec
WordFreq@0110@All;RandomForest;54.77;54.89;54.89;55.03;"              precision    recall  f1-score   support

          -1       0.42      0.43      0.43        44
           0       0.62      0.66      0.64        44
           1       0.55      0.50      0.52        44

    accuracy                           0.53       132
   macro avg       0.53      0.53      0.53       132
weighted avg       0.53      0.53      0.53       132
";"[[19  9 17]
 [13 29  5]
 [12  6 22]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:0 min:50 sec
WordFreq@0110@One;RandomForest;55.37;55.51;55.51;55.65;"              precision    recall  f1-score   support

          -1       0.47      0.48      0.47        44
           0       0.61      0.64      0.62        44
           1       0.59      0.55      0.56        44

    accuracy                           0.55       132
   macro avg       0.55      0.55      0.55       132
weighted avg       0.55      0.55      0.55       132
";"[[21 10 14]
 [12 28  6]
 [11  6 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:9 sec
WordFreq@0111@All;SVM;46.38;46.69;46.69;46.7;"              precision    recall  f1-score   support

          -1       0.29      0.32      0.30        44
           0       0.33      0.32      0.33        44
           1       0.45      0.43      0.44        44

    accuracy                           0.36       132
   macro avg       0.36      0.36      0.36       132
weighted avg       0.36      0.36      0.36       132
";"[[14 18 16]
 [19 14  9]
 [11 12 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:3 min:34 sec
WordFreq@0111@One;SVM;44.9;45.08;45.08;45.08;"              precision    recall  f1-score   support

          -1       0.40      0.39      0.40        44
           0       0.40      0.45      0.43        44
           1       0.45      0.41      0.43        44

    accuracy                           0.42       132
   macro avg       0.42      0.42      0.42       132
weighted avg       0.42      0.42      0.42       132
";"[[17 11 14]
 [18 20 12]
 [ 9 13 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:38 sec
WordFreq@0111@All;RandomForest;55.19;55.31;55.31;55.49;"              precision    recall  f1-score   support

          -1       0.38      0.39      0.38        44
           0       0.57      0.55      0.56        44
           1       0.53      0.55      0.54        44

    accuracy                           0.49       132
   macro avg       0.49      0.49      0.49       132
weighted avg       0.49      0.49      0.49       132
";"[[17 12 16]
 [14 24  4]
 [13  8 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:1 min:45 sec
WordFreq@0111@One;RandomForest;56.63;56.71;56.71;56.99;"              precision    recall  f1-score   support

          -1       0.45      0.41      0.43        44
           0       0.57      0.64      0.60        44
           1       0.58      0.57      0.57        44

    accuracy                           0.54       132
   macro avg       0.53      0.54      0.54       132
weighted avg       0.53      0.54      0.54       132
";"[[18 11 11]
 [13 28  8]
 [13  5 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:46 sec
WordFreq@1000@All;SVM;47.05;47.23;47.23;47.5;"              precision    recall  f1-score   support

          -1       0.28      0.32      0.30        44
           0       0.39      0.39      0.39        44
           1       0.45      0.39      0.41        44

    accuracy                           0.36       132
   macro avg       0.37      0.36      0.37       132
weighted avg       0.37      0.36      0.37       132
";"[[14 18 18]
 [18 17  9]
 [12  9 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:2 min:7 sec
WordFreq@1000@One;SVM;45.02;45.12;45.12;45.24;"              precision    recall  f1-score   support

          -1       0.36      0.36      0.36        44
           0       0.41      0.48      0.44        44
           1       0.41      0.34      0.37        44

    accuracy                           0.39       132
   macro avg       0.39      0.39      0.39       132
weighted avg       0.39      0.39      0.39       132
";"[[16 11 17]
 [18 21 12]
 [10 12 15]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:16 min:19 sec
WordFreq@1000@All;RandomForest;56.28;56.4;56.4;56.58;"              precision    recall  f1-score   support

          -1       0.40      0.39      0.39        44
           0       0.52      0.57      0.54        44
           1       0.56      0.52      0.54        44

    accuracy                           0.49       132
   macro avg       0.49      0.49      0.49       132
weighted avg       0.49      0.49      0.49       132
";"[[17 13 13]
 [15 25  8]
 [12  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:3 min:53 sec
WordFreq@1000@One;RandomForest;58.18;58.27;58.27;58.49;"              precision    recall  f1-score   support

          -1       0.45      0.43      0.44        44
           0       0.56      0.64      0.60        44
           1       0.62      0.57      0.60        44

    accuracy                           0.55       132
   macro avg       0.55      0.55      0.54       132
weighted avg       0.55      0.55      0.54       132
";"[[19 11 12]
 [15 28  7]
 [10  5 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:18 min:10 sec
WordFreq@1001@All;SVM;46.5;46.86;46.86;46.86;"              precision    recall  f1-score   support

          -1       0.29      0.32      0.30        44
           0       0.37      0.36      0.37        44
           1       0.46      0.43      0.45        44

    accuracy                           0.37       132
   macro avg       0.38      0.37      0.37       132
weighted avg       0.38      0.37      0.37       132
";"[[14 18 16]
 [18 16  9]
 [12 10 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:4 min:44 sec
WordFreq@1001@One;SVM;45.59;45.77;45.77;45.79;"              precision    recall  f1-score   support

          -1       0.41      0.39      0.40        44
           0       0.41      0.48      0.44        44
           1       0.45      0.41      0.43        44

    accuracy                           0.42       132
   macro avg       0.43      0.42      0.42       132
weighted avg       0.43      0.42      0.42       132
";"[[17 10 14]
 [18 21 12]
 [ 9 13 18]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:17 min:45 sec
WordFreq@1001@All;RandomForest;57.38;57.55;57.55;57.76;"              precision    recall  f1-score   support

          -1       0.47      0.45      0.46        44
           0       0.59      0.59      0.59        44
           1       0.58      0.59      0.58        44

    accuracy                           0.55       132
   macro avg       0.54      0.55      0.54       132
weighted avg       0.54      0.55      0.54       132
";"[[20 11 12]
 [12 26  6]
 [12  7 26]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:4 min:42 sec
WordFreq@1001@One;RandomForest;58.85;58.96;58.96;59.25;"              precision    recall  f1-score   support

          -1       0.41      0.36      0.39        44
           0       0.51      0.59      0.55        44
           1       0.57      0.55      0.56        44

    accuracy                           0.50       132
   macro avg       0.50      0.50      0.50       132
weighted avg       0.50      0.50      0.50       132
";"[[16 12 11]
 [16 26  9]
 [12  6 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:19 min:12 sec
WordFreq@1010@All;SVM;46.88;47.07;47.07;47.29;"              precision    recall  f1-score   support

          -1       0.30      0.36      0.33        44
           0       0.38      0.34      0.36        44
           1       0.44      0.39      0.41        44

    accuracy                           0.36       132
   macro avg       0.37      0.36      0.37       132
weighted avg       0.37      0.36      0.37       132
";"[[16 19 18]
 [16 15  9]
 [12 10 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:8 min:22 sec
WordFreq@1010@One;SVM;45.31;45.43;45.43;45.53;"              precision    recall  f1-score   support

          -1       0.38      0.39      0.38        44
           0       0.42      0.48      0.45        44
           1       0.41      0.34      0.37        44

    accuracy                           0.40       132
   macro avg       0.40      0.40      0.40       132
weighted avg       0.40      0.40      0.40       132
";"[[17 11 17]
 [17 21 12]
 [10 12 15]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:17 min:59 sec
WordFreq@1010@All;RandomForest;56.57;56.67;56.67;56.85;"              precision    recall  f1-score   support

          -1       0.36      0.36      0.36        44
           0       0.54      0.59      0.57        44
           1       0.57      0.52      0.55        44

    accuracy                           0.49       132
   macro avg       0.49      0.49      0.49       132
weighted avg       0.49      0.49      0.49       132
";"[[16 12 16]
 [17 26  5]
 [11  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:4 min:19 sec
WordFreq@1010@One;RandomForest;58.5;58.63;58.63;58.89;"              precision    recall  f1-score   support

          -1       0.49      0.45      0.47        44
           0       0.55      0.66      0.60        44
           1       0.61      0.52      0.56        44

    accuracy                           0.55       132
   macro avg       0.55      0.55      0.54       132
weighted avg       0.55      0.55      0.54       132
";"[[20  9 12]
 [15 29  9]
 [ 9  6 23]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:19 min:40 sec
WordFreq@1011@All;SVM;46.38;46.75;46.75;46.73;"              precision    recall  f1-score   support

          -1       0.29      0.32      0.30        44
           0       0.36      0.34      0.35        44
           1       0.45      0.43      0.44        44

    accuracy                           0.36       132
   macro avg       0.37      0.36      0.37       132
weighted avg       0.37      0.36      0.37       132
";"[[14 18 16]
 [18 15  9]
 [12 11 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:8 min:50 sec
WordFreq@1011@One;SVM;45.61;45.82;45.82;45.8;"              precision    recall  f1-score   support

          -1       0.42      0.39      0.40        44
           0       0.41      0.48      0.44        44
           1       0.46      0.43      0.45        44

    accuracy                           0.43       132
   macro avg       0.43      0.43      0.43       132
weighted avg       0.43      0.43      0.43       132
";"[[17 10 13]
 [18 21 12]
 [ 9 13 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:19 min:15 sec
WordFreq@1011@All;RandomForest;56.89;57.05;57.05;57.22;"              precision    recall  f1-score   support

          -1       0.42      0.39      0.40        44
           0       0.56      0.61      0.59        44
           1       0.57      0.57      0.57        44

    accuracy                           0.52       132
   macro avg       0.52      0.52      0.52       132
weighted avg       0.52      0.52      0.52       132
";"[[17 11 12]
 [14 27  7]
 [13  6 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:5 min:5 sec
WordFreq@1011@One;RandomForest;58.83;58.92;58.92;59.23;"              precision    recall  f1-score   support

          -1       0.43      0.48      0.45        44
           0       0.60      0.57      0.58        44
           1       0.61      0.57      0.59        44

    accuracy                           0.54       132
   macro avg       0.54      0.54      0.54       132
weighted avg       0.54      0.54      0.54       132
";"[[21 13 15]
 [13 25  4]
 [10  6 25]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:21 min:35 sec
WordFreq@1100@All;SVM;46.97;47.16;47.16;47.41;"              precision    recall  f1-score   support

          -1       0.29      0.34      0.32        44
           0       0.40      0.39      0.39        44
           1       0.45      0.39      0.41        44

    accuracy                           0.37       132
   macro avg       0.38      0.37      0.37       132
weighted avg       0.38      0.37      0.37       132
";"[[15 18 18]
 [17 17  9]
 [12  9 17]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:9 min:21 sec
WordFreq@1100@One;SVM;45.02;45.12;45.12;45.26;"              precision    recall  f1-score   support

          -1       0.36      0.36      0.36        44
           0       0.42      0.48      0.45        44
           1       0.42      0.36      0.39        44

    accuracy                           0.40       132
   macro avg       0.40      0.40      0.40       132
weighted avg       0.40      0.40      0.40       132
";"[[16 11 17]
 [18 21 11]
 [10 12 16]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:22 min:21 sec
WordFreq@1100@All;RandomForest;56.83;56.95;56.95;57.11;"              precision    recall  f1-score   support

          -1       0.37      0.39      0.38        44
           0       0.52      0.55      0.53        44
           1       0.53      0.48      0.50        44

    accuracy                           0.47       132
   macro avg       0.47      0.47      0.47       132
weighted avg       0.47      0.47      0.47       132
";"[[17 13 16]
 [15 24  7]
 [12  7 21]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:9 min:31 sec
WordFreq@1100@One;RandomForest;58.4;58.46;58.46;58.82;"              precision    recall  f1-score   support

          -1       0.54      0.43      0.48        44
           0       0.56      0.73      0.63        44
           1       0.60      0.55      0.57        44

    accuracy                           0.57       132
   macro avg       0.57      0.57      0.56       132
weighted avg       0.57      0.57      0.56       132
";"[[19  7  9]
 [14 32 11]
 [11  5 24]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;1 hour:21 min:56 sec
WordFreq@1101@All;SVM;46.49;46.83;46.83;46.85;"              precision    recall  f1-score   support

          -1       0.29      0.32      0.30        44
           0       0.36      0.34      0.35        44
           1       0.46      0.43      0.45        44

    accuracy                           0.36       132
   macro avg       0.37      0.36      0.37       132
weighted avg       0.37      0.36      0.37       132
";"[[14 19 16]
 [18 15  9]
 [12 10 19]]";"Sample train:[(-1, 447), (0, 332), (1, 378)]
RandomOverSampler train:[(-1, 447), (0, 447), (1, 447)]";;2 hour:9 min:42 sec
