token;freq
hʊdz;3
kli;3
pɑts;1
spɹʌŋ;2
bɹ̩b;1
ɪnt;8
ejt͡ʃ;6
spajz;1
tɹæf;5
d͡ʒæm;3
smuð;2
kɑɹz;7
lʌt;7
spɔɹt;2
sɑɡ;2
ɡæs;3
pʊl;6
fɪst;1
mɑɹz;4
t͡ʃæl;5
pɔl;8
bɔl;10
klʌb;10
pɪtk;4
kwow;8
skɹætk;1
l;5
spɑts;3
bɹ̩dz;9
bɹɪl;1
kajs;1
ɡɹæbz;1
hæsn;6
ɹɑb;2
bɹʊks;1
væb;3
kʌmz;1
klʌbz;6
ɹʌnz;5
hʌnt͡ʃ;1
mɑɹv;1
nɑt͡ʃ;1
awθ;3
dɔs;3
θʌm;2
bn;4
hæŋk;1
foj;1
kætk;1
ɡʌs;4
hɪt;5
nɑŋk;1
lænt;2
ɪsn;7
fɔlt;2
tɪzəm;9
dæpt;1
æzəm;4
plejz;4
toj;4
ɹɪst;3
tækt;4
fɛnz;1
tɛnz;3
dult;1
tɹɪk;2
lɔɹz;6
ɛtsɛtɹ̩ə;7
tɹiz;5
pɹ̩p;1
hɛɹ;3
dɔ;2
tɹejts;1
kɹej;1
stejɪŋ;3
pejnt;2
sɹ̩k;5
slɑ;1
stɪtk;1
bɹɑn;1
twɹ̩;1
staj;7
stɛmz;3
d͡ʒɛsts;4
tɹ̩nz;2
ɛŋ;30
fɹ;13
t͡ʃɛɹz;1
læd;2
ɡɹinz;1
lawus;3
t͡ʃɪp;1
fæb;2
nɛlz;4
ej;5
tinθ;2
hʌŋ;1
skæn;8
ʃɑps;1
ɹæfts;1
tojuɹ;3
pɛɹ;4
ɹæps;1
dɛl;3
ɡɑp;8
ɹæŋks;1
ɹuts;1
ɑd;3
ɛp;2
ɹɪnts;2
kdk;9
fɹz;1
d͡ʒæn;4
sælz;7
ɹɪkts;2
dɑks;2
d͡ʒunjɹ̩;1
hʌɡ;1
ɛɹk;3
ɹæft;3
stæl;2
wɔɹt;1
fænz;1
tɪɹ;2
æ;7
ɹɑɹk;2
tɪɹz;3
d͡ʒojn;7
nɪts;1
kɛst;1
dɪkts;1
vɪs;2
fʊlz;1
ʃʌn;1
pænt;2
zɪɹ̩z;3
bɛnts;1
zɑn;6
ʃɹu;1
ɡɪsts;3
zɪf;2
fɹɛn;3
bld͡ʒ;1
kin;1
mʌn;5
hʌn;4
fɹojd;1
majz;4
tɛkst;3
t͡ʃɹ̩pts;1
mawθ;3
dɹʌm;2
stɑk;7
dʌɡ;6
lɑk;7
sowld;2
kɹʌʃ;2
klɑ;3
sæb;2
ʌsɹ̩;2
vɑs;1
fɔs;6
tɛmpts;1
nʌts;1
sɑk;2
məkloj;2
bɪŋ;6
ɔɡəst;17
bɛn;3
fn;4
lʌmz;3
səbsk;1
ɹɛl;3
ziɡ;2
fɛld;2
hɪlz;2
dɹə;4
dæm;1
d͡ʒænz;1
d͡ʒɑɹ;1
dæmz;2
ɡɹænd;6
dæz;1
ɡlɪt;1
hɪts;2
ɡawz;1
d͡ʒejl;2
pænts;5
bejl;1
vɪkts;2
lɑks;1
piz;1
ɡaw;1
tʌt͡ʃ;1
dɔɹk;1
wɔk;5
vɛnz;5
fʊt;5
hɑt;6
ɪbm;1
mɛk;3
ɹɛm;2
tɑt;2
bʌst;2
ɡænt;2
fɪlz;1
kɹæfts;2
pɛts;2
plʌm;1
ɡuld;1
t͡ʃʌŋ;1
t͡ʃɛs;1
ul;1
fɪlm;1
fæsts;1
θæŋk;5
dɛt;5
ɹɔs;5
dwaj;4
hʌs;8
sɛf;1
tʊɹ;4
tɑl;3
ɡɹæf;3
bɪb;22
bɹɑ;8
skɹɪp;1
nʌsk;4
ɹɪpts;4
ɹɛv;2
wajɡ;1
dɛpθ;1
hejɪk;2
fɹə;4
t͡ʃæp;2
bæp;9
mɛθ;2
ði;1
mɛst;1
hɪŋz;1
spəl;2
pʌŋk;1
ejt;4
sɪŋz;2
mawnt;3
pʊɹ;4
blɛst;1
d͡ʒɛl;2
kɹajst;2
ɹænz;11
hɛb;1
ɡɹik;4
tɪŋz;6
d͡ʒɛt;1
skɑt;2
pɹɑf;2
dɑd;1
sɪz;1
kɹʌs;2
tɛks;6
mʌt;3
slɛn;1
hilz;5
lɛɡ;2
hajts;2
stæk;1
hil;2
pʌmps;2
lɛst;4
ɹɪks;1
blɛnd;1
ʃæn;1
tʌŋ;1
stɹɔz;2
kɹɪsp;2
kɔɹk;1
dælz;6
pæd;1
klɑt;2
bɹaj;1
ɹæst;1
tɹɪm;3
tæf;2
baw;1
flæts;1
skæl;1
tuθb;3
ɹʌʃ;3
zɔɹ;2
bæθ;2
tiθ;6
dɹ̩w;2
dɛks;1
bɹʌs;3
hæb;1
tɪsts;8
kɹawn;1
ɔɹz;1
bɹɪst;2
ɡʌmz;1
skɹæt͡ʃ;1
mɛl;4
ɡæd;1
bɹæl;1
ɹɑp;1
ʃɪm;2
kɛnz;1
bɹejn;1
klz;7
dɑnz;1
nɪw;5
bæθs;2
sw;3
ɡlændz;2
bɹɪŋz;3
skəl;1
kɹæmp;1
ðaj;4
ɹojd;4
ɡlænd;2
slʌɡ;1
d͡ʒɪʃ;1
ɡæp;1
bʊks;5
hɛlf;1
dɪsks;1
sʌŋ;1
slaj;1
fajd;8
kɔɹdz;2
stɹejn;1
hɪst;2
dæp;8
ʃɪɹ;1
tɹæks;1
kɑɹl;3
læl;1
nɛ;3
skʌlp;1
lɪpk;1
plejw;2
vɪd;1
ɹænd;2
lojd;3
dawnz;1
bʌmz;2
tajt;1
nɛks;1
θæŋks;6
ɑɹts;5
bʌfs;1
kowln;4
nʌs;2
snɑd;1
mjʊɹ;1
hajm;1
ɹkɑ;1
sɛts;3
fɪf;6
ɹuɡ;1
kwɪz;1
bɹejnz;1
fɹɔdz;1
dʌm;3
dow;2
bʊl;3
ʃɑt;3
dɹu;1
tændz;1
sæp;3
klɪŋz;1
mɑm;2
fɹow;1
swit;4
næks;1
bawndz;3
tojz;1
snætk;3
læŋk;3
ɡɹæd;2
θɹown;1
ɹɔɹ;6
pæðz;3
stɹɑl;3
smɛl;3
lɪl;1
læf;1
wʊdz;1
blowz;1
ɡlæn;2
tɛt;1
lawd;1
filz;6
bɹɪd;4
kælz;2
blɹ̩;1
lɛɡz;1
mɑnz;1
hejlz;1
slæp;1
hɛɹz;1
sut;2
pʌfs;1
lɛŋkθ;5
kɹawd;3
snæp;2
ɹæsp;1
væz;3
kɪk;2
d͡ʒɑl;1
ækθ;1
skwɹ̩mz;1
fajndz;3
ɪθ;2
hɑɹm;4
plajt;1
tawnz;3
ɡlæd;2
mʌnt;2
ɡɹows;4
nʌn;1
ɹɔɹz;3
dɹ̩k;2
fɛnd;5
tɹʌks;6
kɑɹts;1
smow;3
kɪŋz;1
dawŋ;2
powl;1
sækt;1
ɡɹɪf;4
kwt;2
bɹæs;2
bɔld;1
fowks;1
sɛst;2
lt;2
pejɡ;1
t͡ʃæm;3
hɔɹ;4
θif;1
ɹækts;2
ʃʌd;1
mʌdz;1
t͡ʃu;11
pɹət;2
bɹ̩t͡ʃ;1
pæ;1
ɹejd;4
spɛnd;1
pɹejɪŋ;1
hɔlt;2
lʌks;1
mɪɡ;5
fɔɹd;2
ʌm;10
tɪt͡ʃ;1
zɛmp;2
tɪb;3
hæmps;1
lɑɹm;1
d͡ʒʌd͡ʒ;8
əndz;1
fɹut;1
wɪk;5
sʌmz;2
kɛnt;2
bɪʃ;2
pɪlz;3
sɛpts;1
kɔɹts;1
ɡæb;1
did;5
towlz;2
fejn;1
bɛθ;1
lɪks;4
zɛl;2
swɪt;1
d͡ʒuz;1
blɛs;2
kɹænz;1
hajt;1
snowz;1
tɔɹm;1
kajndz;4
tælz;7
fɛst;1
kips;1
mætk;1
fɹʌst;2
zæs;3
vænz;1
ɪnd;2
məknə;1
stɔɹm;3
ʃɔɹts;4
ɡʌst;2
ktɑ;5
pæk;2
ʃɑp;4
bændz;1
t͡ʃejn;1
ɹʌpt;2
tɛkt;3
sɪd;1
howlz;1
ɹɛɡ;1
dejaj;2
ɹʌkt;1
flæɡ;2
pɹɑp;3
fɪks;1
tæt͡ʃ;1
pɑnt;5
mɪlz;1
lɔs;9
plejnz;2
ɹiz;1
ʌŋk;2
ɛɹp;1
ɡuz;1
ɹowlz;1
bɑndz;2
wɑzn;2
ɹik;1
fɪʃ;1
hɔɹts;1
dɛnz;3
ʃɪŋ;2
slʌm;3
bum;1
mʌɡ;1
tɛkts;1
dɛlz;1
towl;2
buθs;1
pip;2
nw;1
swɑmp;4
stʌmps;1
ɡɹejnz;1
hej;1
mejf;1
n;1
mɪst;2
ɹʌst;2
ʃɪpw;1
ɔ;2
vɔɹz;1
dɑɡz;2
æʃ;1
snæt͡ʃ;1
lɔɹdz;1
hʌmf;2
ɹɪsts;2
d͡ʒʌmp;1
bɛŋk;1
pɹɑks;1
ɹɪzəm;3
nʌl;1
dʌks;1
awz;6
fɹid;1
smowl;1
pɹɛsk;1
pejɪŋ;1
d͡ʒɪpt;1
vɛnts;3
ækts;4
fluz;1
lajts;2
bmt;1
najnθ;2
tɹejnz;1
nɛpt;1
pɪlɡ;1
næ;2
plɪʃ;1
hænts;1
dpw;1
bɹæŋk;1
bʌɡ;1
dɹʌn;1
tɹʌm;1
ɹojt;3
hɪmz;1
kowlz;1
dʌlts;1
najɪŋ;1
ɡowst;2
fɛndz;1
ʃʌəl;4
hʌf;1
ɔktowbɹ̩;1
hɑɡ;1
kɪdz;2
dɹow;3
ʌts;2
ɹɔŋz;3
mæd;4
t͡ʃt;1
ɹɑks;1
ɑɹl;1
plow;4
kɑf;1
kɪs;1
ɑ;2
ʃɹɪŋk;1
nuɪŋ;4
ɹojɪŋ;2
læʃ;1
stæmp;1
ɡæŋz;1
θʌɡz;1
pəsts;1
pʊʃ;3
ʌps;2
dɹɪfts;1
wɔɹdz;3
stænz;2
məkləl;2
ɹɪŋz;2
ənsk;2
tejlz;2
suθ;1
bɑɹk;2
hajd;2
vʌl;2
stɹaws;1
məkow;2
sʌmp;6
θɹʌst;2
sf;1
fʊts;1
tɛps;1
spʌt;1
t͡ʃæɡ;1
mæŋk;1
vælz;1
tɪŋkt;2
nowld;1
hændw;1
blɑks;1
vejl;2
klɑɹk;1
mɔz;2
ɡɪz;1
majld;1
t͡ʃɑɹlz;1
tɔɹn;1
mɑb;1
kɹɑm;2
mɪnz;2
tum;2
kɹid;1
lɑd;1
ɡɪft;2
didz;3
plaw;1
bajz;1
θænt;5
slɪm;1
skɪl;2
tænsk;1
ʌʌŋ;1
tɹoj;1
mænt;1
fluəd;1
bɹɪn;1
plʌn;1
stæp;1
mɛsɹ̩z;1
sɪt͡ʃ;1
t͡ʃɛv;1
is;2
ɡʌlf;2
swɔɹm;1
snʊk;1
fɛtk;1
dʌmp;1
pəs;1
ɹɪf;7
buf;1
dɑkt;6
ɡʌnz;1
hʌnt;2
ɡɑdz;1
ɹɪɹz;1
butk;3
slɔ;1
pɹists;1
swɪft;1
sændθ;1
ɡɹændz;1
ɛsts;1
swɪtk;1
hejl;2
tɹæp;2
ɡɹajndz;1
sɛkt;1
stʌb;1
nt;1
tɪm;1
klawdz;2
ɡɪlt;1
jukej;1
blæsts;1
sɛndz;2
dajz;1
bɔɹɡ;1
æbz;1
lunz;2
tud;3
wɹ̩st;1
dɛpθs;1
fs;2
bɛts;1
d͡ʒɹ̩m;1
plæzəm;1
bɹ̩θs;1
law;3
ʃajz;1
bajnd;1
næz;1
blæst;2
bɹum;1
wɔks;1
ɹuf;1
dɔn;1
howl;1
stɹɛt͡ʃ;1
fejl;3
bɹu;1
ɡlows;1
tɪf;1
ɔɹt;1
əm;1
fɑɹm;4
mɔl;2
bɹajɪn;1
ɡɹæsp;2
sajts;1
ɹɪw;2
θɔts;1
hajp;1
ʃɛk;1
hɛs;1
smɑɹ̩;1
dʌn;1
ɹɔ;1
ɪd;3
kɑnsk;1
nækt;1
ɹælz;7
ænts;1
nɛp;1
hjuz;1
zɪzəm;1
klæn;1
blid;1
pɛnd;3
vawt͡ʃ;1
moj;1
skɑɹz;1
pɛndz;1
kɹɪz;1
flʌks;1
stɹʌt;1
bɹ̩nz;1
ɹæɡz;2
smɑt;1
fɑɡ;3
tæp;1
blæks;1
ɛz;4
tun;1
flit;1
fln;1
kwɑ;1
ŋkɹu;2
kɪlz;1
smæʃ;1
nælz;7
nawus;1
bul;1
læɡ;1
bɛk;1
nwɪl;1
bɹɛn;1
lojn;1
d͡ʒɔn;1
dɹaj;2
owkej;1
hɑk;1
stʌn;2
najtk;3
lʌbz;3
kut͡ʃ;2
ejtθ;1
najts;1
ɡɪp;2
d͡ʒojnts;1
pɑm;1
kɪʃ;3
sɛks;2
sɔɹp;1
ʃɹ̩t;1
tɑɹz;1
lɪnz;2
awud;1
pɹɪm;2
ʃɪfts;1
ʌʌm;2
ɡli;1
tɪps;3
spidz;1
ʃɪf;2
stɹɪŋz;1
bɛndz;1
kɹɔlz;1
stɹɪp;2
kɹæs;1
bɑɹd;1
bowlt;1
bɹɪ;1
tɹ̩k;1
vejlz;1
bʌb;1
hɔŋ;1
wejst;1
ɡlɪm;1
lɪps;1
æŋk;1
wɪst;1
ʃɪps;2
kɹ̩k;2
spæn;1
kɔʃ;1
pɪts;1
stɹɪtk;1
tɪs;1
swɑl;1
ɡlum;1
tʌln;1
vin;6
wɪŋz;1
kɹajd;1
ɹʌmz;1
klɪmt;1
spɪt;1
suts;1
skɹun;1
bʌts;1
ɡʌt;1
dɹæf;3
wæŋ;1
ɹejts;2
stɹɪn;1
mʌf;1
tɔn;1
dɹæft;5
ɹɪnt;1
kowk;4
hɑz;2
fɑɹmz;1
sænts;2
plɑts;1
dawts;2
tɑf;6
kɑv;1
vɪt͡ʃ;1
lɑv;1
ɹɛlz;1
koj;1
bojz;1
klæʃ;1
tɑmz;2
nɑfz;1
zæl;1
tɹæm;1
dæmp;1
ɛnʃ;1
dɹɪl;2
dɪb;1
vɑɹ;1
ʌt;1
m;4
ɡɑɹb;1
mɛts;1
ɹɪfs;1
lɔk;5
tɛmps;1
kojl;2
ʃɛlz;1
d͡ʒip;1
tɹejlz;1
kɹik;1
skɹ;1
kæmp;1
ɹawndz;1
kæt͡ʃ;1
ʃɑd;1
kwɪʃ;1
wɹ̩l;1
d͡ʒɑnz;2
swɛpt;1
lɪzəmz;1
wundz;1
kɹɪp;1
vɔn;2
d͡ʒnɹ̩;1
pɛɡ;1
fk;1
d͡ʒojz;1
vɹ̩nz;1
ɹiɡ;1
stɛu;1
t͡ʃɛn;1
ʌlt;1
stɑd;1
kæps;1
flown;1
bənp;1
flajɹ̩;1
vɛlt;1
luɪ;1
sinjɹ̩;6
ɹɑnts;1
ɑɹtb;1
θwɔɹ̩;1
hɛvz;1
ʃwit;1
kɛl;1
məkɑɹt;1
pɹɪnt;3
tɹænsk;2
ɹɪpt;2
ɡlɪb;1
æbk;1
wɛb;1
ɹn;1
tɛɡ;1
spɑɹks;1
wɔt;3
wɑt;3
vɑɹd;2
d͡ʒɪst;1
t͡ʃɹ̩pt;2
