model_name;word;phoneme;freq_phoneme;valence;arousal;dominance;sum_vad;first_syllable;classifier;f1;accuracy;recall;precision;log_loss;cross_entropy;classification;confusion;sample_train;sample_test;time_processing
WordPhoneme@1001@One;1;1;0;1;0;0;1;1;RandomForest;75.24;75.38;75.38;75.91;0.99;0.79;"              precision    recall  f1-score   support

           0       0.73      0.80      0.76        40
           1       0.78      0.70      0.74        40

    accuracy                           0.75        80
   macro avg       0.75      0.75      0.75        80
weighted avg       0.75      0.75      0.75        80
";"[[32 12]
 [ 8 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:35 sec
WordPhoneme@1010@All;1;1;0;1;0;1;0;0;SVM;73.65;73.85;73.85;74.65;1.22;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1010@One;1;1;0;1;0;1;0;1;SVM;73.65;73.85;73.85;74.65;1.22;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1010@All;1;1;0;1;0;1;0;0;RandomForest;75.08;75.22;75.22;75.82;0.99;0.79;"              precision    recall  f1-score   support

           0       0.72      0.85      0.78        40
           1       0.82      0.68      0.74        40

    accuracy                           0.76        80
   macro avg       0.77      0.76      0.76        80
weighted avg       0.77      0.76      0.76        80
";"[[34 13]
 [ 6 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:34 sec
WordPhoneme@1010@One;1;1;0;1;0;1;0;1;RandomForest;75.16;75.28;75.28;75.75;0.99;0.79;"              precision    recall  f1-score   support

           0       0.73      0.90      0.81        40
           1       0.87      0.68      0.76        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.78        80
weighted avg       0.80      0.79      0.78        80
";"[[36 13]
 [ 4 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:34 sec
WordPhoneme@1011@All;1;1;0;1;0;1;1;0;SVM;73.27;73.47;73.47;74.27;1.22;0.85;"              precision    recall  f1-score   support

           0       0.71      0.93      0.80        40
           1       0.89      0.62      0.74        40

    accuracy                           0.78        80
   macro avg       0.80      0.78      0.77        80
weighted avg       0.80      0.78      0.77        80
";"[[37 15]
 [ 3 25]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:38 sec
WordPhoneme@1011@One;1;1;0;1;0;1;1;1;SVM;73.27;73.47;73.47;74.27;1.22;0.85;"              precision    recall  f1-score   support

           0       0.71      0.93      0.80        40
           1       0.89      0.62      0.74        40

    accuracy                           0.78        80
   macro avg       0.80      0.78      0.77        80
weighted avg       0.80      0.78      0.77        80
";"[[37 15]
 [ 3 25]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1011@All;1;1;0;1;0;1;1;0;RandomForest;74.61;74.72;74.73;75.22;0.99;0.79;"              precision    recall  f1-score   support

           0       0.70      0.78      0.74        40
           1       0.75      0.68      0.71        40

    accuracy                           0.73        80
   macro avg       0.73      0.73      0.72        80
weighted avg       0.73      0.72      0.72        80
";"[[31 13]
 [ 9 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1011@One;1;1;0;1;0;1;1;1;RandomForest;74.77;74.88;74.88;75.28;0.99;0.79;"              precision    recall  f1-score   support

           0       0.75      0.82      0.79        40
           1       0.81      0.72      0.76        40

    accuracy                           0.78        80
   macro avg       0.78      0.77      0.77        80
weighted avg       0.78      0.78      0.77        80
";"[[33 11]
 [ 7 29]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:35 sec
WordPhoneme@1100@All;1;1;0;1;1;0;0;0;SVM;73.61;73.82;73.82;74.62;1.22;0.85;"              precision    recall  f1-score   support

           0       0.73      0.90      0.81        40
           1       0.87      0.68      0.76        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.78        80
weighted avg       0.80      0.79      0.78        80
";"[[36 13]
 [ 4 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1100@One;1;1;0;1;1;0;0;1;SVM;73.61;73.82;73.82;74.62;1.22;0.85;"              precision    recall  f1-score   support

           0       0.73      0.90      0.81        40
           1       0.87      0.68      0.76        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.78        80
weighted avg       0.80      0.79      0.78        80
";"[[36 13]
 [ 4 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:36 sec
WordPhoneme@1100@All;1;1;0;1;1;0;0;0;RandomForest;75.24;75.35;75.35;75.84;0.99;0.78;"              precision    recall  f1-score   support

           0       0.77      0.90      0.83        40
           1       0.88      0.72      0.79        40

    accuracy                           0.81        80
   macro avg       0.82      0.81      0.81        80
weighted avg       0.82      0.81      0.81        80
";"[[36 11]
 [ 4 29]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:32 sec
WordPhoneme@1100@One;1;1;0;1;1;0;0;1;RandomForest;75.68;75.82;75.82;76.42;0.99;0.79;"              precision    recall  f1-score   support

           0       0.73      0.93      0.81        40
           1       0.90      0.65      0.75        40

    accuracy                           0.79        80
   macro avg       0.81      0.79      0.78        80
weighted avg       0.81      0.79      0.78        80
";"[[37 14]
 [ 3 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:30 sec
WordPhoneme@1101@All;1;1;0;1;1;0;1;0;SVM;73.34;73.55;73.55;74.33;1.22;0.85;"              precision    recall  f1-score   support

           0       0.73      0.93      0.81        40
           1       0.90      0.65      0.75        40

    accuracy                           0.79        80
   macro avg       0.81      0.79      0.78        80
weighted avg       0.81      0.79      0.78        80
";"[[37 14]
 [ 3 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1101@One;1;1;0;1;1;0;1;1;SVM;73.34;73.55;73.55;74.33;1.22;0.85;"              precision    recall  f1-score   support

           0       0.73      0.93      0.81        40
           1       0.90      0.65      0.75        40

    accuracy                           0.79        80
   macro avg       0.81      0.79      0.78        80
weighted avg       0.81      0.79      0.78        80
";"[[37 14]
 [ 3 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:36 sec
WordPhoneme@1101@All;1;1;0;1;1;0;1;0;RandomForest;74.95;75.1;75.1;75.66;0.99;0.79;"              precision    recall  f1-score   support

           0       0.76      0.93      0.83        40
           1       0.90      0.70      0.79        40

    accuracy                           0.81        80
   macro avg       0.83      0.81      0.81        80
weighted avg       0.83      0.81      0.81        80
";"[[37 12]
 [ 3 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:33 sec
WordPhoneme@1101@One;1;1;0;1;1;0;1;1;RandomForest;75.08;75.22;75.22;75.81;0.99;0.79;"              precision    recall  f1-score   support

           0       0.74      0.88      0.80        40
           1       0.85      0.70      0.77        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.79        80
weighted avg       0.80      0.79      0.79        80
";"[[35 12]
 [ 5 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:34 sec
WordPhoneme@1110@All;1;1;0;1;1;1;0;0;SVM;73.64;73.85;73.85;74.66;1.22;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:36 sec
WordPhoneme@1110@One;1;1;0;1;1;1;0;1;SVM;73.64;73.85;73.85;74.66;1.22;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:36 sec
WordPhoneme@1110@All;1;1;0;1;1;1;0;0;RandomForest;74.58;74.7;74.7;75.2;0.99;0.79;"              precision    recall  f1-score   support

           0       0.76      0.93      0.83        40
           1       0.90      0.70      0.79        40

    accuracy                           0.81        80
   macro avg       0.83      0.81      0.81        80
weighted avg       0.83      0.81      0.81        80
";"[[37 12]
 [ 3 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:32 sec
WordPhoneme@1110@One;1;1;0;1;1;1;0;1;RandomForest;75.38;75.5;75.5;76.05;0.99;0.79;"              precision    recall  f1-score   support

           0       0.74      0.93      0.82        40
           1       0.90      0.68      0.77        40

    accuracy                           0.80        80
   macro avg       0.82      0.80      0.80        80
weighted avg       0.82      0.80      0.80        80
";"[[37 13]
 [ 3 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:33 sec
WordPhoneme@1111@All;1;1;0;1;1;1;1;0;SVM;73.24;73.45;73.45;74.24;1.22;0.85;"              precision    recall  f1-score   support

           0       0.71      0.93      0.80        40
           1       0.89      0.62      0.74        40

    accuracy                           0.78        80
   macro avg       0.80      0.78      0.77        80
weighted avg       0.80      0.78      0.77        80
";"[[37 15]
 [ 3 25]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1111@One;1;1;0;1;1;1;1;1;SVM;73.24;73.45;73.45;74.24;1.22;0.85;"              precision    recall  f1-score   support

           0       0.71      0.93      0.80        40
           1       0.89      0.62      0.74        40

    accuracy                           0.78        80
   macro avg       0.80      0.78      0.77        80
weighted avg       0.80      0.78      0.77        80
";"[[37 15]
 [ 3 25]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:37 sec
WordPhoneme@1111@All;1;1;0;1;1;1;1;0;RandomForest;75.19;75.3;75.3;75.8;0.99;0.79;"              precision    recall  f1-score   support

           0       0.75      0.90      0.82        40
           1       0.88      0.70      0.78        40

    accuracy                           0.80        80
   macro avg       0.81      0.80      0.80        80
weighted avg       0.81      0.80      0.80        80
";"[[36 12]
 [ 4 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:33 sec
WordPhoneme@1111@One;1;1;0;1;1;1;1;1;RandomForest;75.23;75.35;75.35;75.8;0.99;0.79;"              precision    recall  f1-score   support

           0       0.70      0.88      0.78        40
           1       0.83      0.62      0.71        40

    accuracy                           0.75        80
   macro avg       0.77      0.75      0.75        80
weighted avg       0.77      0.75      0.75        80
";"[[35 15]
 [ 5 25]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:33 sec
WordFreq@0001@All;1;0;1;0;0;0;1;0;SVM;71.97;72.18;72.18;72.88;1.17;0.85;"              precision    recall  f1-score   support

           0       0.64      0.75      0.69        40
           1       0.70      0.57      0.63        40

    accuracy                           0.66        80
   macro avg       0.67      0.66      0.66        80
weighted avg       0.67      0.66      0.66        80
";"[[30 17]
 [10 23]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:23 sec
WordFreq@0001@One;1;0;1;0;0;0;1;1;SVM;71.86;72.12;72.12;72.97;1.2;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:21 sec
WordFreq@0001@All;1;0;1;0;0;0;1;0;RandomForest;74.19;74.28;74.28;74.61;0.97;0.78;"              precision    recall  f1-score   support

           0       0.74      0.88      0.80        40
           1       0.85      0.70      0.77        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.79        80
weighted avg       0.80      0.79      0.79        80
";"[[35 12]
 [ 5 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:19 sec
WordFreq@0001@One;1;0;1;0;0;0;1;1;RandomForest;75.13;75.25;75.25;75.74;0.97;0.78;"              precision    recall  f1-score   support

           0       0.71      0.88      0.79        40
           1       0.84      0.65      0.73        40

    accuracy                           0.76        80
   macro avg       0.78      0.76      0.76        80
weighted avg       0.78      0.76      0.76        80
";"[[35 14]
 [ 5 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:19 sec
WordFreq@0010@All;1;0;1;0;0;1;0;0;SVM;71.71;71.95;71.95;72.76;1.15;0.85;"              precision    recall  f1-score   support

           0       0.65      0.80      0.72        40
           1       0.74      0.57      0.65        40

    accuracy                           0.69        80
   macro avg       0.70      0.69      0.68        80
weighted avg       0.70      0.69      0.68        80
";"[[32 17]
 [ 8 23]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:23 sec
WordFreq@0010@One;1;0;1;0;0;1;0;1;SVM;71.71;72.03;72.03;73.01;1.19;0.85;"              precision    recall  f1-score   support

           0       0.71      0.88      0.79        40
           1       0.84      0.65      0.73        40

    accuracy                           0.76        80
   macro avg       0.78      0.76      0.76        80
weighted avg       0.78      0.76      0.76        80
";"[[35 14]
 [ 5 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:20 sec
WordFreq@0010@All;1;0;1;0;0;1;0;0;RandomForest;74.68;74.78;74.78;75.17;0.97;0.78;"              precision    recall  f1-score   support

           0       0.73      0.90      0.81        40
           1       0.87      0.68      0.76        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.78        80
weighted avg       0.80      0.79      0.78        80
";"[[36 13]
 [ 4 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:19 sec
WordFreq@0010@One;1;0;1;0;0;1;0;1;RandomForest;74.54;74.62;74.62;75.0;0.97;0.78;"              precision    recall  f1-score   support

           0       0.76      0.95      0.84        40
           1       0.93      0.70      0.80        40

    accuracy                           0.82        80
   macro avg       0.85      0.82      0.82        80
weighted avg       0.85      0.82      0.82        80
";"[[38 12]
 [ 2 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:22 sec
WordFreq@0011@All;1;0;1;0;0;1;1;0;SVM;72.09;72.3;72.3;73.0;1.17;0.85;"              precision    recall  f1-score   support

           0       0.64      0.75      0.69        40
           1       0.70      0.57      0.63        40

    accuracy                           0.66        80
   macro avg       0.67      0.66      0.66        80
weighted avg       0.67      0.66      0.66        80
";"[[30 17]
 [10 23]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:23 sec
WordFreq@0011@One;1;0;1;0;0;1;1;1;SVM;71.84;72.1;72.1;72.93;1.2;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:21 sec
WordFreq@0011@All;1;0;1;0;0;1;1;0;RandomForest;75.1;75.23;75.23;75.69;0.97;0.78;"              precision    recall  f1-score   support

           0       0.76      0.93      0.83        40
           1       0.90      0.70      0.79        40

    accuracy                           0.81        80
   macro avg       0.83      0.81      0.81        80
weighted avg       0.83      0.81      0.81        80
";"[[37 12]
 [ 3 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:21 sec
WordFreq@0011@One;1;0;1;0;0;1;1;1;RandomForest;75.27;75.37;75.38;75.82;0.97;0.78;"              precision    recall  f1-score   support

           0       0.76      0.93      0.83        40
           1       0.90      0.70      0.79        40

    accuracy                           0.81        80
   macro avg       0.83      0.81      0.81        80
weighted avg       0.83      0.81      0.81        80
";"[[37 12]
 [ 3 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:20 sec
WordFreq@0100@All;1;0;1;0;1;0;0;0;SVM;71.68;71.92;71.92;72.78;1.15;0.84;"              precision    recall  f1-score   support

           0       0.65      0.80      0.72        40
           1       0.74      0.57      0.65        40

    accuracy                           0.69        80
   macro avg       0.70      0.69      0.68        80
weighted avg       0.70      0.69      0.68        80
";"[[32 17]
 [ 8 23]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:22 sec
WordFreq@0100@One;1;0;1;0;1;0;0;1;SVM;71.49;71.8;71.8;72.76;1.19;0.85;"              precision    recall  f1-score   support

           0       0.71      0.85      0.77        40
           1       0.81      0.65      0.72        40

    accuracy                           0.75        80
   macro avg       0.76      0.75      0.75        80
weighted avg       0.76      0.75      0.75        80
";"[[34 14]
 [ 6 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:21 sec
WordFreq@0100@All;1;0;1;0;1;0;0;0;RandomForest;75.08;75.17;75.18;75.58;0.97;0.78;"              precision    recall  f1-score   support

           0       0.76      0.88      0.81        40
           1       0.85      0.72      0.78        40

    accuracy                           0.80        80
   macro avg       0.81      0.80      0.80        80
weighted avg       0.81      0.80      0.80        80
";"[[35 11]
 [ 5 29]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:18 sec
WordFreq@0100@One;1;0;1;0;1;0;0;1;RandomForest;74.79;74.9;74.9;75.33;0.97;0.78;"              precision    recall  f1-score   support

           0       0.74      0.93      0.82        40
           1       0.90      0.68      0.77        40

    accuracy                           0.80        80
   macro avg       0.82      0.80      0.80        80
weighted avg       0.82      0.80      0.80        80
";"[[37 13]
 [ 3 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:18 sec
WordFreq@0101@All;1;0;1;0;1;0;1;0;SVM;71.94;72.15;72.15;72.84;1.17;0.85;"              precision    recall  f1-score   support

           0       0.62      0.75      0.68        40
           1       0.69      0.55      0.61        40

    accuracy                           0.65        80
   macro avg       0.66      0.65      0.65        80
weighted avg       0.66      0.65      0.65        80
";"[[30 18]
 [10 22]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:23 sec
WordFreq@0101@One;1;0;1;0;1;0;1;1;SVM;71.84;72.1;72.1;72.95;1.2;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:21 sec
WordFreq@0101@All;1;0;1;0;1;0;1;0;RandomForest;74.67;74.78;74.78;75.16;0.97;0.78;"              precision    recall  f1-score   support

           0       0.76      0.85      0.80        40
           1       0.83      0.72      0.77        40

    accuracy                           0.79        80
   macro avg       0.79      0.79      0.79        80
weighted avg       0.79      0.79      0.79        80
";"[[34 11]
 [ 6 29]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:19 sec
WordFreq@0101@One;1;0;1;0;1;0;1;1;RandomForest;75.64;75.72;75.72;76.08;0.97;0.78;"              precision    recall  f1-score   support

           0       0.76      0.88      0.81        40
           1       0.85      0.72      0.78        40

    accuracy                           0.80        80
   macro avg       0.81      0.80      0.80        80
weighted avg       0.81      0.80      0.80        80
";"[[35 11]
 [ 5 29]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:21 sec
WordFreq@0110@All;1;0;1;0;1;1;0;0;SVM;71.76;72.0;72.0;72.81;1.15;0.85;"              precision    recall  f1-score   support

           0       0.65      0.80      0.72        40
           1       0.74      0.57      0.65        40

    accuracy                           0.69        80
   macro avg       0.70      0.69      0.68        80
weighted avg       0.70      0.69      0.68        80
";"[[32 17]
 [ 8 23]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:24 sec
WordFreq@0110@One;1;0;1;0;1;1;0;1;SVM;71.85;72.15;72.15;73.1;1.19;0.85;"              precision    recall  f1-score   support

           0       0.71      0.88      0.79        40
           1       0.84      0.65      0.73        40

    accuracy                           0.76        80
   macro avg       0.78      0.76      0.76        80
weighted avg       0.78      0.76      0.76        80
";"[[35 14]
 [ 5 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:21 sec
WordFreq@0110@All;1;0;1;0;1;1;0;0;RandomForest;74.58;74.7;74.7;75.16;0.97;0.78;"              precision    recall  f1-score   support

           0       0.71      0.88      0.79        40
           1       0.84      0.65      0.73        40

    accuracy                           0.76        80
   macro avg       0.78      0.76      0.76        80
weighted avg       0.78      0.76      0.76        80
";"[[35 14]
 [ 5 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:20 sec
WordFreq@0110@One;1;0;1;0;1;1;0;1;RandomForest;74.12;74.22;74.22;74.61;0.97;0.78;"              precision    recall  f1-score   support

           0       0.74      0.85      0.79        40
           1       0.82      0.70      0.76        40

    accuracy                           0.78        80
   macro avg       0.78      0.77      0.77        80
weighted avg       0.78      0.78      0.77        80
";"[[34 12]
 [ 6 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:20 sec
WordFreq@0111@All;1;0;1;0;1;1;1;0;SVM;72.04;72.25;72.25;72.95;1.17;0.85;"              precision    recall  f1-score   support

           0       0.62      0.75      0.68        40
           1       0.69      0.55      0.61        40

    accuracy                           0.65        80
   macro avg       0.66      0.65      0.65        80
weighted avg       0.66      0.65      0.65        80
";"[[30 18]
 [10 22]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:23 sec
WordFreq@0111@One;1;0;1;0;1;1;1;1;SVM;71.84;72.1;72.1;72.91;1.2;0.85;"              precision    recall  f1-score   support

           0       0.72      0.90      0.80        40
           1       0.87      0.65      0.74        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[36 14]
 [ 4 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:22 sec
WordFreq@0111@All;1;0;1;0;1;1;1;0;RandomForest;75.74;75.85;75.85;76.29;0.97;0.78;"              precision    recall  f1-score   support

           0       0.73      0.88      0.80        40
           1       0.84      0.68      0.75        40

    accuracy                           0.78        80
   macro avg       0.79      0.78      0.77        80
weighted avg       0.79      0.78      0.77        80
";"[[35 13]
 [ 5 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:21 sec
WordFreq@0111@One;1;0;1;0;1;1;1;1;RandomForest;75.37;75.47;75.47;75.85;0.97;0.78;"              precision    recall  f1-score   support

           0       0.78      0.90      0.84        40
           1       0.88      0.75      0.81        40

    accuracy                           0.82        80
   macro avg       0.83      0.82      0.82        80
weighted avg       0.83      0.82      0.82        80
";"[[36 10]
 [ 4 30]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:22 sec
WordFreq@1000@All;1;0;1;1;0;0;0;0;SVM;71.98;72.2;72.2;72.96;1.16;0.85;"              precision    recall  f1-score   support

           0       0.65      0.80      0.72        40
           1       0.74      0.57      0.65        40

    accuracy                           0.69        80
   macro avg       0.70      0.69      0.68        80
weighted avg       0.70      0.69      0.68        80
";"[[32 17]
 [ 8 23]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:24 sec
WordFreq@1000@One;1;0;1;1;0;0;0;1;SVM;71.78;72.08;72.08;73.01;1.2;0.85;"              precision    recall  f1-score   support

           0       0.71      0.88      0.79        40
           1       0.84      0.65      0.73        40

    accuracy                           0.76        80
   macro avg       0.78      0.76      0.76        80
weighted avg       0.78      0.76      0.76        80
";"[[35 14]
 [ 5 26]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:21 sec
WordFreq@1000@All;1;0;1;1;0;0;0;0;RandomForest;74.81;74.93;74.93;75.41;0.97;0.78;"              precision    recall  f1-score   support

           0       0.74      0.88      0.80        40
           1       0.85      0.70      0.77        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.79        80
weighted avg       0.80      0.79      0.79        80
";"[[35 12]
 [ 5 28]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:20 sec
WordFreq@1000@One;1;0;1;1;0;0;0;1;RandomForest;75.37;75.48;75.48;75.91;0.97;0.78;"              precision    recall  f1-score   support

           0       0.73      0.90      0.81        40
           1       0.87      0.68      0.76        40

    accuracy                           0.79        80
   macro avg       0.80      0.79      0.78        80
weighted avg       0.80      0.79      0.78        80
";"[[36 13]
 [ 4 27]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:1 min:20 sec
WordFreq@1001@All;1;0;1;1;0;0;1;0;SVM;71.99;72.2;72.2;72.89;1.17;0.85;"              precision    recall  f1-score   support

           0       0.64      0.75      0.69        40
           1       0.70      0.57      0.63        40

    accuracy                           0.66        80
   macro avg       0.67      0.66      0.66        80
weighted avg       0.67      0.66      0.66        80
";"[[30 17]
 [10 23]]";"Sample train:[(0, 318), (1, 400)]
RandomOverSampler train:[(0, 400), (1, 400)]";;0 hour:2 min:25 sec
